time,f0,speaker,date,condition
41.124,122.664194,11,20240821,conversation
41.129,121.034987,11,20240821,conversation
41.134,119.63361,11,20240821,conversation
41.139,118.69478,11,20240821,conversation
41.144,118.429432,11,20240821,conversation
41.149,118.85025,11,20240821,conversation
41.154,119.678867,11,20240821,conversation
41.159,120.623497,11,20240821,conversation
41.164,121.503109,11,20240821,conversation
41.169,122.24759,11,20240821,conversation
41.174,123.097647,11,20240821,conversation
41.179,124.281875,11,20240821,conversation
41.184,125.704376,11,20240821,conversation
41.189,126.954203,11,20240821,conversation
41.194,128.034191,11,20240821,conversation
41.199,129.621253,11,20240821,conversation
41.204,129.450885,11,20240821,conversation
41.209,125.376255,11,20240821,conversation
41.214,123.872934,11,20240821,conversation
41.219,124.064356,11,20240821,conversation
41.224,123.822597,11,20240821,conversation
41.229,123.194236,11,20240821,conversation
41.234,245.663325,11,20240821,conversation
41.239,245.555315,11,20240821,conversation
41.244,245.162513,11,20240821,conversation
41.249,244.292925,11,20240821,conversation
41.254,244.047593,11,20240821,conversation
41.259,244.690529,11,20240821,conversation
41.264,243.332035,11,20240821,conversation
41.269,242.130916,11,20240821,conversation
41.274,241.080444,11,20240821,conversation
41.279,240.210151,11,20240821,conversation
41.284,240.045103,11,20240821,conversation
41.289,240.693017,11,20240821,conversation
41.294,241.570912,11,20240821,conversation
41.299,241.713449,11,20240821,conversation
41.304,240.945991,11,20240821,conversation
41.309,239.90303,11,20240821,conversation
41.314,239.013108,11,20240821,conversation
41.319,238.586789,11,20240821,conversation
41.324,238.514547,11,20240821,conversation
41.329,238.128552,11,20240821,conversation
41.334,237.21385,11,20240821,conversation
41.339,236.213001,11,20240821,conversation
41.344,235.236959,11,20240821,conversation
41.349,234.074687,11,20240821,conversation
41.354,232.533168,11,20240821,conversation
41.359,230.725801,11,20240821,conversation
41.364,229.473095,11,20240821,conversation
41.369,229.525021,11,20240821,conversation
41.374,230.272979,11,20240821,conversation
41.379,230.442035,11,20240821,conversation
41.384,230.45915,11,20240821,conversation
41.389,232.538575,11,20240821,conversation
41.394,235.558505,11,20240821,conversation
41.399,236.395826,11,20240821,conversation
41.404,236.879308,11,20240821,conversation
41.409,237.109988,11,20240821,conversation
41.414,232.113464,11,20240821,conversation
41.419,226.731947,11,20240821,conversation
41.424,221.799766,11,20240821,conversation
41.429,216.770168,11,20240821,conversation
41.434,216.829608,11,20240821,conversation
41.439,216.833392,11,20240821,conversation
41.444,214.430995,11,20240821,conversation
41.449,214.182792,11,20240821,conversation
41.454,214.161968,11,20240821,conversation
41.459,213.825075,11,20240821,conversation
41.464,213.700015,11,20240821,conversation
41.469,214.031083,11,20240821,conversation
41.474,216.606827,11,20240821,conversation
41.479,226.656629,11,20240821,conversation
41.484,234.597548,11,20240821,conversation
41.489,267.030998,11,20240821,conversation
41.494,269.529766,11,20240821,conversation
41.499,270.856997,11,20240821,conversation
41.504,271.215692,11,20240821,conversation
41.509,271.650892,11,20240821,conversation
41.514,273.308717,11,20240821,conversation
41.519,275.426497,11,20240821,conversation
41.524,275.965126,11,20240821,conversation
41.529,274.354923,11,20240821,conversation
41.534,272.788822,11,20240821,conversation
41.539,272.876207,11,20240821,conversation
41.544,274.452629,11,20240821,conversation
41.549,277.236118,11,20240821,conversation
41.554,279.974413,11,20240821,conversation
41.559,282.231226,11,20240821,conversation
41.564,285.620692,11,20240821,conversation
41.569,286.666293,11,20240821,conversation
41.574,284.779523,11,20240821,conversation
41.579,283.066075,11,20240821,conversation
41.584,282.915846,11,20240821,conversation
41.589,283.539934,11,20240821,conversation
41.594,281.728358,11,20240821,conversation
41.599,275.252419,11,20240821,conversation
41.604,269.41893,11,20240821,conversation
41.609,268.537333,11,20240821,conversation
41.614,268.723642,11,20240821,conversation
41.619,267.256483,11,20240821,conversation
41.624,263.567844,11,20240821,conversation
41.629,253.735989,11,20240821,conversation
41.634,244.244206,11,20240821,conversation
41.639,247.273917,11,20240821,conversation
41.644,252.912546,11,20240821,conversation
41.649,259.515774,11,20240821,conversation
41.654,260.368977,11,20240821,conversation
41.659,258.104054,11,20240821,conversation
41.664,256.449475,11,20240821,conversation
41.669,254.887871,11,20240821,conversation
41.674,251.098701,11,20240821,conversation
41.679,243.296733,11,20240821,conversation
41.684,238.85135,11,20240821,conversation
41.689,237.627537,11,20240821,conversation
41.694,236.02094,11,20240821,conversation
41.699,234.039215,11,20240821,conversation
41.704,232.69971,11,20240821,conversation
41.709,232.332564,11,20240821,conversation
41.714,232.283281,11,20240821,conversation
41.719,232.442887,11,20240821,conversation
41.724,233.270153,11,20240821,conversation
41.729,234.259938,11,20240821,conversation
41.734,234.00921,11,20240821,conversation
41.739,232.518049,11,20240821,conversation
41.744,231.220199,11,20240821,conversation
41.749,231.09536,11,20240821,conversation
41.754,231.768257,11,20240821,conversation
41.759,232.277623,11,20240821,conversation
41.764,232.171595,11,20240821,conversation
41.769,231.773946,11,20240821,conversation
41.774,231.658628,11,20240821,conversation
41.779,232.118353,11,20240821,conversation
41.784,232.719462,11,20240821,conversation
41.789,232.751392,11,20240821,conversation
41.794,232.158542,11,20240821,conversation
41.799,231.504873,11,20240821,conversation
41.804,231.516256,11,20240821,conversation
41.809,232.407811,11,20240821,conversation
41.814,233.514976,11,20240821,conversation
41.819,234.331958,11,20240821,conversation
41.824,234.939898,11,20240821,conversation
41.829,235.359632,11,20240821,conversation
41.834,235.368789,11,20240821,conversation
41.839,235.028133,11,20240821,conversation
41.844,234.868837,11,20240821,conversation
41.849,235.162988,11,20240821,conversation
41.854,235.463046,11,20240821,conversation
41.859,235.75216,11,20240821,conversation
41.864,237.016951,11,20240821,conversation
41.869,240.081413,11,20240821,conversation
41.874,245.135923,11,20240821,conversation
41.879,249.84048,11,20240821,conversation
41.884,247.793753,11,20240821,conversation
41.889,244.24867,11,20240821,conversation
41.894,243.77344,11,20240821,conversation
41.899,246.511636,11,20240821,conversation
41.904,253.987252,11,20240821,conversation
41.909,256.728017,11,20240821,conversation
41.914,257.589341,11,20240821,conversation
41.919,260.795878,11,20240821,conversation
41.924,260.322456,11,20240821,conversation
41.929,257.56696,11,20240821,conversation
41.934,253.949536,11,20240821,conversation
41.939,249.003012,11,20240821,conversation
41.944,244.369645,11,20240821,conversation
