d,sgm,Cohens_d
0.660995127688634,0.0172534643065376,0.587153948184743
0.578038651648975,0.0149144444250065,0.278428104236686
0.597465225560079,0.0149024779656821,0.34901595983842
0.629917542504759,0.0156652131822066,0.4690026636126
0.633349173926939,0.0124336850223694,0.481874754340336
0.65715719469684,0.0130345858353644,0.572356143533857
0.483870062836625,0.0146576471021905,-0.0571947261129061
0.530446741241688,0.0161157980406513,0.108035876250847
0.614742975843873,0.0122679528147631,0.412529722824711
0.692311163641697,0.0120844640670144,0.710517998919039
