d,sgm,Cohens_d
0.49271351743507,0.0203347252764121,-0.025831344440021
0.486597014018313,0.0150469497572056,-0.0475212897229716
0.800568128558445,0.0081629687244525,1.19310449125153
0.79925915632719,0.015756642700647,1.18649398513471
0.585357733405589,0.0110293258780867,0.304931697090644
0.699350677181553,0.0142365764561301,0.738974536312925
0.409920612657092,0.0139349594895731,-0.322086000178042
0.960143951530962,0.00462939074254357,2.47820986259657
0.669928804871289,0.0135731631853753,0.621853155717165
0.599386998149115,0.0124537841827775,0.356043455248651
