fileName,IntervalName,duration,start,end
Mandarin_Auckland_C1_conv.TextGrid,14,0.11513909964592806,13.262754172989379,13.377893272635307
Mandarin_Auckland_C1_conv.TextGrid,14,0.16254931714719234,13.377893272635307,13.540442589782499
Mandarin_Auckland_C1_conv.TextGrid,14,0.5553768335862443,13.540442589782499,14.095819423368743
Mandarin_Auckland_C1_conv.TextGrid,14,0.14223065250379285,14.095819423368743,14.238050075872536
Mandarin_Auckland_C1_conv.TextGrid,14,0.19641375821952423,14.238050075872536,14.43446383409206
Mandarin_Auckland_C1_conv.TextGrid,14,0.21261391813921904,14.655314761678689,14.867928679817908
Mandarin_Auckland_C1_conv.TextGrid,14,0.11248471615516564,14.867928679817908,14.980413395973073
Mandarin_Auckland_C1_conv.TextGrid,14,0.17874947706688715,14.980413395973073,15.15916287303996
Mandarin_Auckland_C1_conv.TextGrid,14,0.2573697521497227,15.15916287303996,15.416532625189683
Mandarin_Auckland_C1_conv.TextGrid,14,0.2031866464339913,15.416532625189683,15.619719271623675
Mandarin_Auckland_C1_conv.TextGrid,14,0.2776884167931204,15.619719271623675,15.897407688416795
Mandarin_Auckland_C1_conv.TextGrid,14,0.12868487607486045,16.185207110786628,16.31389198686149
Mandarin_Auckland_C1_conv.TextGrid,14,0.1456170966110264,16.31389198686149,16.459509083472515
Mandarin_Auckland_C1_conv.TextGrid,14,0.20657309054122308,16.459509083472515,16.666082174013738
Mandarin_Auckland_C1_conv.TextGrid,14,0.18964087000505714,16.666082174013738,16.855723044018795
Mandarin_Auckland_C1_conv.TextGrid,14,0.2505968639352574,16.855723044018795,17.106319907954052
Mandarin_Auckland_C1_conv.TextGrid,14,0.2370510875063232,17.106319907954052,17.343370995460376
Mandarin_Auckland_C1_conv.TextGrid,14,0.199800202326756,17.343370995460376,17.54317119778713
Mandarin_Auckland_C1_conv.TextGrid,14,0.17609509357612652,17.54317119778713,17.719266291363258
Mandarin_Auckland_C1_conv.TextGrid,14,0.16932220536165943,17.719266291363258,17.888588496724918
Mandarin_Auckland_C1_conv.TextGrid,14,0.17609509357612296,17.888588496724918,18.06468359030104
Mandarin_Auckland_C1_conv.TextGrid,14,0.2506451906802454,18.06468359030104,18.315328780981286
Mandarin_Auckland_C1_conv.TextGrid,14,0.15916287303996057,19.238798842245973,19.397961715285934
Mandarin_Auckland_C1_conv.TextGrid,14,0.24721041982802205,19.397961715285934,19.645172135113956
Mandarin_Auckland_C1_conv.TextGrid,14,0.15916287303996057,19.645172135113956,19.804335008153917
Mandarin_Auckland_C1_conv.TextGrid,14,0.18286798179059005,19.804335008153917,19.987202989944507
Mandarin_Auckland_C1_conv.TextGrid,14,0.18964087000505714,19.987202989944507,20.176843859949564
Mandarin_Auckland_C1_conv.TextGrid,14,0.17270864946889475,20.176843859949564,20.34955250941846
Mandarin_Auckland_C1_conv.TextGrid,14,0.23366464339908788,20.34955250941846,20.583217152817546
Mandarin_Auckland_C1_conv.TextGrid,14,0.3521901871522495,20.583217152817546,20.935407339969796
Mandarin_Auckland_C1_conv.TextGrid,15,0.30390631397695245,73.1185113472907,73.42241766126766
Mandarin_Auckland_C1_conv.TextGrid,15,0.257369752149728,73.42241766126766,73.67978741341739
Mandarin_Auckland_C1_conv.TextGrid,15,0.1625493171471959,73.67978741341739,73.84233673056458
Mandarin_Auckland_C1_conv.TextGrid,15,0.23027819929185966,73.84233673056458,74.07261492985644
Mandarin_Auckland_C1_conv.TextGrid,15,0.09482043500251791,74.79054108058988,74.8853615155924
Mandarin_Auckland_C1_conv.TextGrid,15,0.0541831057157367,74.8853615155924,74.93954462130813
Mandarin_Auckland_C1_conv.TextGrid,15,0.1625493171471959,74.93954462130813,75.10209393845533
Mandarin_Auckland_C1_conv.TextGrid,15,0.1625493171471959,75.10209393845533,75.26464325560252
Mandarin_Auckland_C1_conv.TextGrid,15,0.23027819929184545,75.26464325560252,75.49492145489437
Mandarin_Auckland_C1_conv.TextGrid,15,0.23027819929185966,75.49492145489437,75.72519965418623
Mandarin_Auckland_C1_conv.TextGrid,15,0.1828679817905936,75.72519965418623,75.90806763597682
Mandarin_Auckland_C1_conv.TextGrid,15,0.3335647445624659,75.90806763597682,76.24163238053929
Mandarin_Auckland_C1_conv.TextGrid,15,0.20995953464846195,76.24163238053929,76.45159191518775
Mandarin_Auckland_C1_conv.TextGrid,15,0.22350531107738902,76.45159191518775,76.67509722626514
Mandarin_Auckland_C1_conv.TextGrid,15,0.2768065647556739,76.67509722626514,76.95190379102081
Mandarin_Auckland_C1_conv.TextGrid,15,0.06772888214466377,77.88249576610025,77.95022464824491
Mandarin_Auckland_C1_conv.TextGrid,15,0.17948153768335828,77.95022464824491,78.12970618592827
Mandarin_Auckland_C1_conv.TextGrid,15,0.1286848760748711,78.12970618592827,78.25839106200314
Mandarin_Auckland_C1_conv.TextGrid,15,0.11175265553869451,78.25839106200314,78.37014371754184
Mandarin_Auckland_C1_conv.TextGrid,15,0.165935761254417,78.37014371754184,78.53607947879625
Mandarin_Auckland_C1_conv.TextGrid,15,0.09820687910976744,78.53607947879625,78.63428635790602
Mandarin_Auckland_C1_conv.TextGrid,15,0.0914339908952968,78.63428635790602,78.72572034880132
Mandarin_Auckland_C1_conv.TextGrid,15,0.2607561962569491,78.72572034880132,78.98647654505827
Mandarin_Auckland_C1_conv.TextGrid,15,0.22350531107738902,78.98647654505827,79.20998185613566
Mandarin_Auckland_C1_conv.TextGrid,15,0.08466110268084037,79.20998185613566,79.2946429588165
Mandarin_Auckland_C1_conv.TextGrid,15,0.0914339908952968,79.2946429588165,79.38607694971179
Mandarin_Auckland_C1_conv.TextGrid,15,0.18964087000505003,79.38607694971179,79.57571781971684
Mandarin_Auckland_C1_conv.TextGrid,15,0.16932220536166653,79.57571781971684,79.74504002507851
Mandarin_Auckland_C1_conv.TextGrid,15,0.1456170966110193,79.74504002507851,79.89065712168953
Mandarin_Auckland_C1_conv.TextGrid,15,0.2904323296079667,79.89065712168953,80.1810894512975
