"dataid","type","icc","pvalue","N","mu_dlt","sgm_dlt"
"p19","conv",0.999927589058357,1.09397699010733e-57,30,0.0154171307896074,0.0219442497482476
"p19","conv",0.999927589058357,1.09397699010733e-57,30,0.0154171307896074,0.0219442497482476
"p19","conv",0.999927589058357,1.09397699010733e-57,30,0.0154171307896074,0.0219442497482476
"p19","sing",0.894538219144921,8.50929429592641e-05,25,18.4611961723448,24.1946667622068
