"dataid","type","icc","pvalue","N","mu_dlt","sgm_dlt"
"p19","conv",0.994505107146414,8.58385568329111e-06,38,0.1947757665,0.186816576592049
"p19","sing",0.999079212164206,0.000620146112217604,25,0.13862547112,0.0701557474048333
