time,f0,language,location,group,gender,speaker,condition
0.3142857142857143,145.56531828421873,Mandarin,Auckland,S1,Male,4,sing
0.31927437641723355,143.893358001082,Mandarin,Auckland,S1,Male,4,sing
0.3242630385487528,144.7269237440378,Mandarin,Auckland,S1,Male,4,sing
0.3292517006802721,146.40856959456252,Mandarin,Auckland,S1,Male,4,sing
0.33424036281179137,144.7269237440378,Mandarin,Auckland,S1,Male,4,sing
0.33922902494331064,143.893358001082,Mandarin,Auckland,S1,Male,4,sing
0.3442176870748299,143.893358001082,Mandarin,Auckland,S1,Male,4,sing
0.3492063492063492,142.24060181972814,Mandarin,Auckland,S1,Male,4,sing
0.35419501133786846,142.24060181972814,Mandarin,Auckland,S1,Male,4,sing
0.35918367346938773,142.24060181972814,Mandarin,Auckland,S1,Male,4,sing
0.364172335600907,141.4213562373095,Mandarin,Auckland,S1,Male,4,sing
0.3691609977324263,140.60682916223496,Mandarin,Auckland,S1,Male,4,sing
0.3741496598639456,140.60682916223496,Mandarin,Auckland,S1,Male,4,sing
0.3791383219954649,140.60682916223496,Mandarin,Auckland,S1,Male,4,sing
0.38412698412698415,139.79699341790194,Mandarin,Auckland,S1,Male,4,sing
0.3891156462585034,139.79699341790194,Mandarin,Auckland,S1,Male,4,sing
0.3941043083900227,139.79699341790194,Mandarin,Auckland,S1,Male,4,sing
0.39909297052154197,138.99182198423372,Mandarin,Auckland,S1,Male,4,sing
0.40408163265306124,138.99182198423372,Mandarin,Auckland,S1,Male,4,sing
0.4090702947845805,138.99182198423372,Mandarin,Auckland,S1,Male,4,sing
0.4140589569160998,138.99182198423372,Mandarin,Auckland,S1,Male,4,sing
0.41904761904761906,138.99182198423372,Mandarin,Auckland,S1,Male,4,sing
0.42403628117913833,138.99182198423372,Mandarin,Auckland,S1,Male,4,sing
0.4290249433106576,138.99182198423372,Mandarin,Auckland,S1,Male,4,sing
0.4340136054421769,138.99182198423372,Mandarin,Auckland,S1,Male,4,sing
0.43900226757369615,139.79699341790194,Mandarin,Auckland,S1,Male,4,sing
0.4439909297052154,139.79699341790194,Mandarin,Auckland,S1,Male,4,sing
0.4489795918367347,139.79699341790194,Mandarin,Auckland,S1,Male,4,sing
0.45396825396825397,139.79699341790194,Mandarin,Auckland,S1,Male,4,sing
0.45895691609977324,139.79699341790194,Mandarin,Auckland,S1,Male,4,sing
0.4639455782312925,139.79699341790194,Mandarin,Auckland,S1,Male,4,sing
