time,f0,language,location,group,gender,speaker,condition
0.2943310657596372,279.5939868358039,Mandarin,Auckland,C1,Female,20,conv
0.29931972789115646,273.20805135087915,Mandarin,Auckland,C1,Female,20,conv
0.30430839002267573,262.38162088748976,Mandarin,Auckland,C1,Female,20,conv
0.309297052154195,262.38162088748976,Mandarin,Auckland,C1,Female,20,conv
0.3142857142857143,263.9015821545788,Mandarin,Auckland,C1,Female,20,conv
0.31927437641723355,262.38162088748976,Mandarin,Auckland,C1,Female,20,conv
0.3242630385487528,262.38162088748976,Mandarin,Auckland,C1,Female,20,conv
0.3292517006802721,265.4303484677136,Mandarin,Auckland,C1,Female,20,conv
0.33424036281179137,265.4303484677136,Mandarin,Auckland,C1,Female,20,conv
0.33922902494331064,266.96797083400685,Mandarin,Auckland,C1,Female,20,conv
0.3442176870748299,266.96797083400685,Mandarin,Auckland,C1,Female,20,conv
0.3492063492063492,270.06998923363795,Mandarin,Auckland,C1,Female,20,conv
0.35419501133786846,270.06998923363795,Mandarin,Auckland,C1,Female,20,conv
0.35918367346938773,270.06998923363795,Mandarin,Auckland,C1,Female,20,conv
0.364172335600907,270.06998923363795,Mandarin,Auckland,C1,Female,20,conv
0.3691609977324263,271.6344887654643,Mandarin,Auckland,C1,Female,20,conv
0.3741496598639456,271.6344887654643,Mandarin,Auckland,C1,Female,20,conv
0.3791383219954649,271.6344887654643,Mandarin,Auckland,C1,Female,20,conv
0.38412698412698415,271.6344887654643,Mandarin,Auckland,C1,Female,20,conv
0.3891156462585034,270.06998923363795,Mandarin,Auckland,C1,Female,20,conv
0.3941043083900227,270.06998923363795,Mandarin,Auckland,C1,Female,20,conv
0.39909297052154197,270.06998923363795,Mandarin,Auckland,C1,Female,20,conv
0.40408163265306124,273.20805135087915,Mandarin,Auckland,C1,Female,20,conv
0.4090702947845805,273.20805135087915,Mandarin,Auckland,C1,Female,20,conv
0.4140589569160998,273.20805135087915,Mandarin,Auckland,C1,Female,20,conv
0.41904761904761906,274.79072949161787,Mandarin,Auckland,C1,Female,20,conv
0.42403628117913833,273.20805135087915,Mandarin,Auckland,C1,Female,20,conv
0.4290249433106576,271.6344887654643,Mandarin,Auckland,C1,Female,20,conv
0.4340136054421769,271.6344887654643,Mandarin,Auckland,C1,Female,20,conv
0.43900226757369615,270.06998923363795,Mandarin,Auckland,C1,Female,20,conv
0.4439909297052154,268.51450055605267,Mandarin,Auckland,C1,Female,20,conv
0.4489795918367347,266.96797083400685,Mandarin,Auckland,C1,Female,20,conv
0.45396825396825397,266.96797083400685,Mandarin,Auckland,C1,Female,20,conv
0.45895691609977324,265.4303484677136,Mandarin,Auckland,C1,Female,20,conv
0.4639455782312925,265.4303484677136,Mandarin,Auckland,C1,Female,20,conv
0.4689342403628118,265.4303484677136,Mandarin,Auckland,C1,Female,20,conv
0.47392290249433106,268.51450055605267,Mandarin,Auckland,C1,Female,20,conv
0.49387755102040815,266.96797083400685,Mandarin,Auckland,C1,Female,20,conv
0.4988662131519274,257.8740616879158,Mandarin,Auckland,C1,Female,20,conv
0.5038548752834467,256.3888163841458,Mandarin,Auckland,C1,Female,20,conv
0.508843537414966,254.91212546385245,Mandarin,Auckland,C1,Female,20,conv
