date,condition,speaker,duration,start,end,gender,IOI
20240725,conv,9,0.197320506,51.49143844,51.68875894,female,5.067896992
20240725,conv,9,0.223505311,51.68875894,51.91226426,female,4.47416661
20240725,conv,9,0.277688417,51.91226426,52.18995267,female,3.601158491
20240725,conv,9,0.413146181,52.18995267,52.60309885,female,2.420450789
20240725,conv,9,0.386054628,52.60309885,52.98915348,female,2.590306985
20240725,conv,9,0.242251537,52.98915348,53.23140502,female,4.127940782
20240725,conv,9,0.399600405,53.78678185,54.18638226,female,2.502499968
20240725,conv,9,0.179899967,57.32289449,57.50279445,female,5.558644708
20240725,conv,9,0.233246214,57.50279445,57.73604067,female,4.287315035
20240725,conv,9,0.142934226,58.36591927,58.5088535,female,6.996224961
20240725,conv,9,0.355576631,58.5088535,58.86443013,female,2.812333298
20240725,conv,9,0.223505311,58.86443013,59.08793544,female,4.47416661
20240725,conv,9,0.111752656,59.08793544,59.1996881,female,8.94833322
20240725,conv,9,0.216732423,59.1996881,59.41642052,female,4.613984317
20240725,conv,9,0.253983308,59.41642052,59.67040383,female,3.937266617
20240725,conv,9,0.382668184,59.67040383,60.05307201,female,2.613230055
20240725,conv,9,0.209959535,60.05307201,60.26303155,female,4.76282252
20240725,conv,9,0.176095094,60.26303155,60.43912664,female,5.678749928
20240725,conv,9,0.121911988,60.43912664,60.56103863,female,8.202638785
20240725,conv,9,0.440237734,60.56103863,61.00127636,female,2.271499971
20240725,conv,9,0.416532625,61.00127636,61.41780899,female,2.400772327
20240725,conv,9,0.155018609,61.80290522,61.95792383,female,6.450838423
20240725,conv,9,0.209959535,61.95792383,62.16788337,female,4.76282252
20240725,conv,9,0.179481538,62.16788337,62.3473649,female,5.571603703
20240725,conv,9,0.18964087,62.3473649,62.53700577,female,5.273124933
20240725,conv,9,0.152389985,62.53700577,62.68939576,female,6.562111028
20240725,conv,9,0.206573091,62.68939576,62.89596885,female,4.840901578
20240725,conv,9,0.206573091,62.89596885,63.10254194,female,4.840901578
20240725,conv,9,0.162549317,63.10254194,63.26509126,female,6.151979089
20240725,conv,9,0.203186646,63.26509126,63.4682779,female,4.921583271
20240725,conv,9,0.135457764,63.4682779,63.60373567,female,7.382374907
20240725,conv,9,0.196413758,63.60373567,63.80014943,female,5.091293039
20240725,conv,9,0.285219125,63.80014943,64.08536855,female,3.506076251
20240725,conv,9,0.213345979,64.3348918,64.54823778,female,4.687222163
20240725,conv,9,0.172708649,64.54823778,64.72094643,female,5.790097966
20240725,conv,9,0.15641914,64.72094643,64.87736556,female,6.393079533
20240725,conv,9,0.216732423,64.87736556,65.09409799,female,4.613984317
20240725,conv,9,0.209316824,65.09409799,65.30341481,female,4.777446843
20240725,conv,9,0.199800202,65.30341481,65.50321501,female,5.004999937
20240725,conv,9,0.268171795,65.50321501,65.77138681,female,3.728952925
20240725,conv,9,0.176537,67.97257548,68.14911248,female,5.664534912
20240725,conv,9,0.196413758,68.14911248,68.34552624,female,5.091293039
20240725,conv,9,0.159162873,68.34552624,68.50468911,female,6.282872261
20240725,conv,9,0.158720967,68.50468911,68.66341008,female,6.300364858
