date,condition,speaker,duration,start,end,gender,IOI
20240725,sing,10,0.248345357,21.07078917,21.31913453,female,4.026650677
20240725,sing,10,0.399600405,21.31913453,21.71873494,female,2.502499966
20240725,sing,10,0.392827516,21.71873494,22.11156245,female,2.545646522
20240725,sing,10,0.56892261,22.11156245,22.68048506,female,1.757708311
20240725,sing,10,0.223505311,22.68048506,22.90399037,female,4.474166612
20240725,sing,10,0.392827516,22.90399037,23.29681789,female,2.545646522
20240725,sing,10,0.464855509,23.29681789,23.7616734,female,2.151206086
20240725,sing,10,0.247116179,34.62338576,34.87050194,female,4.046679598
20240725,sing,10,0.257369752,34.87050194,35.12787169,female,3.885460479
20240725,sing,10,0.237051088,35.12787169,35.36492278,female,4.218499938
20240725,sing,10,0.277688417,35.36492278,35.64261119,female,3.601158488
20240725,sing,10,0.399600405,35.64261119,36.0422116,female,2.502499966
20240725,sing,10,0.45378351,36.0422116,36.49599511,female,2.203694004
20240725,sing,10,0.392827516,36.49599511,36.88882263,female,2.545646522
20240725,sing,10,0.399600405,36.88882263,37.28842303,female,2.502499966
20240725,sing,10,0.61542271,37.28842303,37.90384574,female,1.624899413
20240725,sing,10,0.250814042,53.44355538,53.69436943,female,3.987017601
20240725,sing,10,0.406373293,53.69436943,54.10074272,female,2.460791635
20240725,sing,10,0.392827516,54.10074272,54.49357024,female,2.545646522
20240725,sing,10,0.663743045,54.49357024,55.15731328,female,1.506607124
