time,f0,dt,df0,f0stab,speaker,date,condition,gender
21.733,224.503748,0.005,785.1892225,-785.1892225,12,20240821,conv,female
21.738,222.711908,0.005,630.1710522,-630.1710522,12,20240821,conv,female
21.743,222.660951,0.005,315.8355195,-315.8355195,12,20240821,conv,female
21.748,224.183495,0.005,-159.470006,-159.470006,12,20240821,conv,female
21.753,226.05801,0.005,-764.7658796,-764.7658796,12,20240821,conv,female
21.758,225.94053,0.005,-1438.529142,-1438.529142,12,20240821,conv,female
21.763,222.401623,0.005,-2098.717272,-2098.717272,12,20240821,conv,female
21.768,216.844405,0.005,-2658.600053,-2658.600053,12,20240821,conv,female
21.773,211.733975,0.005,-3044.490875,-3044.490875,12,20240821,conv,female
21.778,207.170163,0.005,-3210.668223,-3210.668223,12,20240821,conv,female
21.783,203.154075,0.005,-3147.410113,-3147.410113,12,20240821,conv,female
21.788,201.864008,0.005,-2880.1452,-2880.1452,12,20240821,conv,female
21.793,202.958109,0.005,-2460.587729,-2460.587729,12,20240821,conv,female
21.798,203.483334,0.005,-1953.188635,-1953.188635,12,20240821,conv,female
21.803,202.614517,0.005,-1421.218477,-1421.218477,12,20240821,conv,female
21.808,201.206139,0.005,-915.9855838,-915.9855838,12,20240821,conv,female
21.813,200.7027,0.005,-470.7556927,-470.7556927,12,20240821,conv,female
21.818,202.662856,0.005,-99.08306671,-99.08306671,12,20240821,conv,female
21.823,204.66796,0.005,203.5848243,-203.5848243,12,20240821,conv,female
21.828,205.061569,0.005,455.9377824,-455.9377824,12,20240821,conv,female
21.833,205.015338,0.005,684.786811,-684.786811,12,20240821,conv,female
21.838,204.696779,0.005,917.2267289,-917.2267289,12,20240821,conv,female
21.843,203.823967,0.005,1171.91596,-1171.91596,12,20240821,conv,female
21.848,202.832313,0.005,1451.472576,-1451.472576,12,20240821,conv,female
21.853,204.011806,0.005,1738.544899,-1738.544899,12,20240821,conv,female
21.858,207.591058,0.005,1997.568858,-1997.568858,12,20240821,conv,female
21.863,210.806218,0.005,2182.6142,-2182.6142,12,20240821,conv,female
21.868,212.802957,0.005,2249.663021,-2249.663021,12,20240821,conv,female
21.873,214.520726,0.005,2169.960422,-2169.960422,12,20240821,conv,female
21.878,217.640035,0.005,1940.353953,-1940.353953,12,20240821,conv,female
21.883,223.011536,0.005,1587.097397,-1587.097397,12,20240821,conv,female
21.888,224.255834,0.005,1161.394711,-1161.394711,12,20240821,conv,female
21.893,218.556484,0.005,727.5839623,-727.5839623,12,20240821,conv,female
21.898,214.656836,0.005,347.4690747,-347.4690747,12,20240821,conv,female
21.903,213.343826,0.005,65.81328331,-65.81328331,12,20240821,conv,female
21.908,213.826331,0.005,-98.41099952,-98.41099952,12,20240821,conv,female
21.913,215.546533,0.005,-152.7331818,-152.7331818,12,20240821,conv,female
21.918,216.92619,0.005,-124.7180192,-124.7180192,12,20240821,conv,female
