time,f0,dt,df0,f0stab,speaker,date,condition,gender
8.69,274.596236,0.005,681.2950783,-681.2950783,11,20240821,sing,female
8.695,271.555641,0.005,381.9273428,-381.9273428,11,20240821,sing,female
8.7,267.701419,0.005,15.03228919,-15.03228919,11,20240821,sing,female
8.705,262.194942,0.005,-360.8183006,-360.8183006,11,20240821,sing,female
8.71,256.337668,0.005,-684.0130329,-684.0130329,11,20240821,sing,female
8.715,253.771882,0.005,-908.138543,-908.138543,11,20240821,sing,female
8.72,254.506268,0.005,-1014.159933,-1014.159933,11,20240821,sing,female
8.725,256.153431,0.005,-1012.255275,-1012.255275,11,20240821,sing,female
8.73,256.760057,0.005,-933.8658531,-933.8658531,11,20240821,sing,female
8.735,256.084155,0.005,-818.5309326,-818.5309326,11,20240821,sing,female
8.74,255.113777,0.005,-701.3256055,-701.3256055,11,20240821,sing,female
8.745,254.698664,0.005,-605.1036221,-605.1036221,11,20240821,sing,female
8.75,254.649271,0.005,-538.7078512,-538.7078512,11,20240821,sing,female
8.755,254.545789,0.005,-499.6909746,-499.6909746,11,20240821,sing,female
8.76,254.226249,0.005,-478.9932867,-478.9932867,11,20240821,sing,female
8.765,253.764277,0.005,-465.4179058,-465.4179058,11,20240821,sing,female
8.77,253.274904,0.005,-448.8368484,-448.8368484,11,20240821,sing,female
8.775,252.645345,0.005,-422.0165977,-422.0165977,11,20240821,sing,female
8.78,251.990639,0.005,-381.3748194,-381.3748194,11,20240821,sing,female
8.785,251.629335,0.005,-326.9672616,-326.9672616,11,20240821,sing,female
8.79,251.606969,0.005,-261.8720541,-261.8720541,11,20240821,sing,female
8.795,251.704628,0.005,-191.1174648,-191.1174648,11,20240821,sing,female
8.8,251.874639,0.005,-120.398295,-120.398295,11,20240821,sing,female
8.805,252.196855,0.005,-54.90481567,-54.90481567,11,20240821,sing,female
8.81,252.245879,0.005,1.478546201,-1.478546201,11,20240821,sing,female
8.815,251.799152,0.005,46.54851877,-46.54851877,11,20240821,sing,female
8.82,251.572146,0.005,79.87196027,-79.87196027,11,20240821,sing,female
8.825,252.213843,0.005,102.770154,-102.770154,11,20240821,sing,female
8.83,253.102919,0.005,118.2415232,-118.2415232,11,20240821,sing,female
8.835,253.363293,0.005,130.6750137,-130.6750137,11,20240821,sing,female
8.84,252.875404,0.005,145.151733,-145.151733,11,20240821,sing,female
8.845,252.188308,0.005,166.3036712,-166.3036712,11,20240821,sing,female
8.85,251.956988,0.005,196.9965231,-196.9965231,11,20240821,sing,female
8.855,252.296044,0.005,237.3155736,-237.3155736,11,20240821,sing,female
8.86,253.032611,0.005,284.2885366,-284.2885366,11,20240821,sing,female
8.865,253.673944,0.005,332.4953565,-332.4953565,11,20240821,sing,female
8.87,253.782838,0.005,375.3838386,-375.3838386,11,20240821,sing,female
8.875,253.838194,0.005,406.9519454,-406.9519454,11,20240821,sing,female
8.88,254.449357,0.005,423.5579567,-423.5579567,11,20240821,sing,female
8.885,255.292372,0.005,425.8680524,-425.8680524,11,20240821,sing,female
8.89,255.774909,0.005,421.1111324,-421.1111324,11,20240821,sing,female
8.895,255.85757,0.005,425.6524729,-425.6524729,11,20240821,sing,female
8.9,255.956309,0.005,467.330954,-467.330954,11,20240821,sing,female
8.905,256.329445,0.005,586.1618101,-586.1618101,11,20240821,sing,female
8.91,256.625975,0.005,831.3079735,-831.3079735,11,20240821,sing,female
8.915,256.429051,0.005,1252.31109,-1252.31109,11,20240821,sing,female
8.92,255.603667,0.005,1884.05782,-1884.05782,11,20240821,sing,female
8.925,254.646908,0.005,2727.909011,-2727.909011,11,20240821,sing,female
8.93,253.968075,0.005,3734.901233,-3734.901233,11,20240821,sing,female
8.935,253.767195,0.005,4799.006205,-4799.006205,11,20240821,sing,female
8.94,255.238371,0.005,5767.049998,-5767.049998,11,20240821,sing,female
8.945,256.914764,0.165,6466.375681,-6466.375681,11,20240821,sing,female
9.11,316.728873,0.005,6743.520608,-6743.520608,11,20240821,sing,female
