time,f0,dt,df0,f0stab,speaker,date,condition,gender
1.114,167.112825,0.005,-4277.693986,-4277.693986,6,20240725,sing,female
1.119,169.921623,0.005,-3772.446282,-3772.446282,6,20240725,sing,female
1.124,172.542621,0.005,-2884.480202,-2884.480202,6,20240725,sing,female
1.129,177.006152,0.005,-1733.959567,-1733.959567,6,20240725,sing,female
1.134,181.587174,0.005,-485.7506157,-485.7506157,6,20240725,sing,female
1.139,184.78569,0.005,693.6899388,-693.6899388,6,20240725,sing,female
1.144,186.446583,0.005,1674.733302,-1674.733302,6,20240725,sing,female
1.149,187.832411,0.005,2386.107817,-2386.107817,6,20240725,sing,female
1.154,190.002722,0.005,2815.893863,-2815.893863,6,20240725,sing,female
1.159,192.571501,0.005,2996.79909,-2996.79909,6,20240725,sing,female
1.164,194.219993,0.005,2984.970699,-2984.970699,6,20240725,sing,female
1.169,195.393819,0.005,2841.022733,-2841.022733,6,20240725,sing,female
1.174,197.018132,0.005,2618.088529,-2618.088529,6,20240725,sing,female
1.179,198.701644,0.005,2357.322468,-2357.322468,6,20240725,sing,female
1.184,199.658589,0.005,2088.435026,-2088.435026,6,20240725,sing,female
1.189,200.255049,0.005,1832.145674,-1832.145674,6,20240725,sing,female
1.194,200.786466,0.005,1602.296948,-1602.296948,6,20240725,sing,female
1.199,201.126886,0.005,1406.787029,-1406.787029,6,20240725,sing,female
1.204,201.397534,0.005,1247.642742,-1247.642742,6,20240725,sing,female
1.209,201.843319,0.005,1121.097775,-1121.097775,6,20240725,sing,female
1.214,202.446814,0.005,1018.463443,-1018.463443,6,20240725,sing,female
1.219,203.106334,0.005,928.0950136,-928.0950136,6,20240725,sing,female
1.224,203.892294,0.005,838.1535171,-838.1535171,6,20240725,sing,female
1.229,204.856509,0.005,739.4112413,-739.4112413,6,20240725,sing,female
1.234,205.578987,0.005,627.233504,-627.233504,6,20240725,sing,female
1.239,205.684206,0.005,502.1352766,-502.1352766,6,20240725,sing,female
1.244,205.395691,0.005,368.8430416,-368.8430416,6,20240725,sing,female
1.249,205.15542,0.005,234.3521835,-234.3521835,6,20240725,sing,female
1.254,205.106007,0.005,105.8003378,-105.8003378,6,20240725,sing,female
1.259,205.140235,0.005,-11.06697564,-11.06697564,6,20240725,sing,female
1.264,205.090823,0.005,-112.4422582,-112.4422582,6,20240725,sing,female
1.269,204.954672,0.005,-196.1191352,-196.1191352,6,20240725,sing,female
1.274,204.724301,0.005,-260.7443614,-260.7443614,6,20240725,sing,female
1.279,204.397421,0.005,-305.1952395,-305.1952395,6,20240725,sing,female
1.284,203.984785,0.005,-328.3975817,-328.3975817,6,20240725,sing,female
1.289,203.510015,0.005,-329.5610242,-329.5610242,6,20240725,sing,female
1.294,203.120729,0.005,-308.5647976,-308.5647976,6,20240725,sing,female
1.299,202.957998,0.005,-266.2047318,-266.2047318,6,20240725,sing,female
1.304,203.055139,0.005,-204.1865542,-204.1865542,6,20240725,sing,female
1.309,203.150426,0.005,-124.9741727,-124.9741727,6,20240725,sing,female
1.314,202.993976,0.005,-31.70808503,-31.70808503,6,20240725,sing,female
1.319,202.686006,0.005,71.67611218,-71.67611218,6,20240725,sing,female
1.324,202.622796,0.005,180.2101658,-180.2101658,6,20240725,sing,female
1.329,202.963063,0.005,287.7959463,-287.7959463,6,20240725,sing,female
1.334,203.536172,0.005,387.5138093,-387.5138093,6,20240725,sing,female
1.339,204.110383,0.005,472.4125359,-472.4125359,6,20240725,sing,female
1.344,204.647656,0.005,536.583356,-536.583356,6,20240725,sing,female
1.349,205.17322,0.005,576.1320165,-576.1320165,6,20240725,sing,female
1.354,205.670499,0.005,589.6759289,-589.6759289,6,20240725,sing,female
1.359,206.040301,0.005,578.2023199,-578.2023199,6,20240725,sing,female
1.364,206.293734,0.005,544.4115812,-544.4115812,6,20240725,sing,female
1.369,206.571972,0.005,491.885664,-491.885664,6,20240725,sing,female
1.374,206.885438,0.005,424.4608236,-424.4608236,6,20240725,sing,female
1.379,207.142716,0.005,346.0376875,-346.0376875,6,20240725,sing,female
1.384,207.346664,0.005,260.8072656,-260.8072656,6,20240725,sing,female
1.389,207.492898,0.005,173.6315394,-173.6315394,6,20240725,sing,female
1.394,207.557606,0.005,90.20480324,-90.20480324,6,20240725,sing,female
1.399,207.47827,0.005,16.69516798,-16.69516798,6,20240725,sing,female
1.404,207.136177,0.005,-41.19784101,-41.19784101,6,20240725,sing,female
1.409,206.631977,0.005,-79.53343242,-79.53343242,6,20240725,sing,female
1.414,206.261782,0.005,-97.30665372,-97.30665372,6,20240725,sing,female
1.419,206.21024,0.005,-97.01871418,-97.01871418,6,20240725,sing,female
1.424,206.330803,0.005,-84.3368422,-84.3368422,6,20240725,sing,female
1.429,206.473908,0.005,-66.87532325,-66.87532325,6,20240725,sing,female
1.434,206.654467,0.005,-52.45735502,-52.45735502,6,20240725,sing,female
1.439,206.814228,0.005,-47.38960795,-47.38960795,6,20240725,sing,female
1.444,206.856823,0.005,-55.2327802,-55.2327802,6,20240725,sing,female
1.449,206.787364,0.005,-76.33058169,-76.33058169,6,20240725,sing,female
1.454,206.694503,0.005,-108.0917943,-108.0917943,6,20240725,sing,female
1.459,206.553748,0.005,-145.8280298,-145.8280298,6,20240725,sing,female
1.464,206.427566,0.005,-183.8843028,-183.8843028,6,20240725,sing,female
1.469,206.34874,0.005,-216.824657,-216.824657,6,20240725,sing,female
1.474,206.080247,0.005,-240.4752568,-240.4752568,6,20240725,sing,female
1.479,205.525123,0.005,-252.6361311,-252.6361311,6,20240725,sing,female
1.484,205.05127,0.005,-253.2814443,-253.2814443,6,20240725,sing,female
1.489,205.037408,0.005,-244.1424122,-244.1424122,6,20240725,sing,female
1.494,205.287452,0.005,-227.7623914,-227.7623914,6,20240725,sing,female
1.499,205.423637,0.005,-206.3820488,-206.3820488,6,20240725,sing,female
1.504,205.299089,0.005,-181.2270006,-181.2270006,6,20240725,sing,female
1.509,205.018732,0.005,-152.789862,-152.789862,6,20240725,sing,female
1.514,204.793601,0.005,-122.4705779,-122.4705779,6,20240725,sing,female
1.519,204.63644,0.005,-95.54452297,-95.54452297,6,20240725,sing,female
1.524,204.373915,0.005,-85.03369512,-85.03369512,6,20240725,sing,female
1.529,204.1173,0.005,-115.7903983,-115.7903983,6,20240725,sing,female
1.534,204.289109,0.005,-227.9361296,-227.9361296,6,20240725,sing,female
1.539,205.013953,0.005,-478.5375558,-478.5375558,6,20240725,sing,female
1.544,205.929056,0.005,-939.8663484,-939.8663484,6,20240725,sing,female
1.549,206.560122,0.005,-1691.934976,-1691.934976,6,20240725,sing,female
1.554,206.530195,0.005,-2806.956301,-2806.956301,6,20240725,sing,female
1.559,205.701579,0.005,-4325.055073,-4325.055073,6,20240725,sing,female
1.564,204.421727,0.005,-6224.640447,-6224.640447,6,20240725,sing,female
1.569,202.995103,0.005,-8396.443168,-8396.443168,6,20240725,sing,female
1.574,202.048385,0.005,-10634.38503,-10634.38503,6,20240725,sing,female
1.579,201.727057,0.005,-12655.28796,-12655.28796,6,20240725,sing,female
1.584,201.382368,0.205,-14150.7714,-14150.7714,6,20240725,sing,female
1.789,131.169273,0.005,-14860.68038,-14860.68038,6,20240725,sing,female
1.794,131.529622,0.005,-14644.68043,-14644.68043,6,20240725,sing,female
1.799,131.654026,0.005,-13525.03084,-13525.03084,6,20240725,sing,female
