time,f0,dt,df0,f0stab,speaker,date,condition,gender
4.74,183.734417,0.005,-7819.605575,-7819.605575,5,20240724,conv,female
4.745,183.529872,0.005,-10253.80696,-10253.80696,5,20240724,conv,female
4.75,182.951917,0.005,-11295.77134,-11295.77134,5,20240724,conv,female
4.755,181.912649,0.005,-10959.72741,-10959.72741,5,20240724,conv,female
4.76,180.622902,0.005,-9471.13035,-9471.13035,5,20240724,conv,female
4.765,179.332376,0.005,-7159.118854,-7159.118854,5,20240724,conv,female
4.77,178.161501,0.005,-4355.932528,-4355.932528,5,20240724,conv,female
4.775,176.731758,0.005,-1337.664258,-1337.664258,5,20240724,conv,female
4.78,175.73627,0.005,1685.066837,-1685.066837,5,20240724,conv,female
4.785,175.66482,0.005,4542.409279,-4542.409279,5,20240724,conv,female
4.79,176.470796,0.005,7074.469107,-7074.469107,5,20240724,conv,female
4.795,185.17087,0.005,9118.596708,-9118.596708,5,20240724,conv,female
4.8,212.528348,0.005,10524.03129,-10524.03129,5,20240724,conv,female
4.805,231.507675,0.005,11185.98337,-11185.98337,5,20240724,conv,female
4.81,242.402637,0.005,11080.39681,-11080.39681,5,20240724,conv,female
4.815,247.659613,0.005,10280.52103,-10280.52103,5,20240724,conv,female
4.82,250.708489,0.005,8945.731178,-8945.731178,5,20240724,conv,female
4.825,251.145645,0.005,7286.124469,-7286.124469,5,20240724,conv,female
4.83,249.213336,0.005,5516.550712,-5516.550712,5,20240724,conv,female
4.835,248.460275,0.005,3816.530257,-3816.530257,5,20240724,conv,female
4.84,250.408039,0.005,2307.783911,-2307.783911,5,20240724,conv,female
4.845,251.438669,0.005,1052.231479,-1052.231479,5,20240724,conv,female
4.85,250.691164,0.005,64.92935611,-64.92935611,5,20240724,conv,female
4.855,245.626989,0.005,-668.0639891,-668.0639891,5,20240724,conv,female
4.86,245.506941,0.005,-1176.482133,-1176.482133,5,20240724,conv,female
4.865,245.194456,0.005,-1502.592092,-1502.592092,5,20240724,conv,female
4.87,241.642751,0.005,-1707.043183,-1707.043183,5,20240724,conv,female
4.875,236.477855,0.005,-1877.195587,-1877.195587,5,20240724,conv,female
4.88,235.275857,0.005,-2127.941349,-2127.941349,5,20240724,conv,female
4.885,234.254301,0.005,-2585.963589,-2585.963589,5,20240724,conv,female
4.89,233.824555,0.005,-3354.560424,-3354.560424,5,20240724,conv,female
4.895,234.063565,0.005,-4466.316063,-4466.316063,5,20240724,conv,female
4.9,256.585044,0.005,-5840.833637,-5840.833637,5,20240724,conv,female
4.905,266.236007,0.005,-7268.575548,-7268.575548,5,20240724,conv,female
4.91,265.454902,0.005,-8435.478681,-8435.478681,5,20240724,conv,female
4.915,178.012916,0.005,-8987.661963,-8987.661963,5,20240724,conv,female
4.92,178.292598,0.005,-8618.406013,-8618.406013,5,20240724,conv,female
4.925,178.639372,0.005,-7149.908647,-7149.908647,5,20240724,conv,female
4.93,178.683299,0.005,-4585.241708,-4585.241708,5,20240724,conv,female
4.935,179.62979,0.005,-1118.750001,-1118.750001,5,20240724,conv,female
4.94,182.331929,0.005,2892.588641,-2892.588641,5,20240724,conv,female
4.945,182.394859,0.005,6986.178774,-6986.178774,5,20240724,conv,female
4.95,181.190388,0.005,10667.741,-10667.741,5,20240724,conv,female
4.955,179.330544,0.03,13492.3528,-13492.3528,5,20240724,conv,female
4.985,295.855948,0.005,15141.5199,-15141.5199,5,20240724,conv,female
4.99,294.719351,0.005,15480.9585,-15480.9585,5,20240724,conv,female
4.995,293.268069,0.005,14582.1151,-14582.1151,5,20240724,conv,female
5,291.763598,0.005,12697.17474,-12697.17474,5,20240724,conv,female
5.005,290.215716,0.005,10192.27882,-10192.27882,5,20240724,conv,female
5.01,288.931523,0.005,7459.675819,-7459.675819,5,20240724,conv,female
5.015,288.236526,0.005,4837.226341,-4837.226341,5,20240724,conv,female
5.02,287.67214,0.005,2558.476361,-2558.476361,5,20240724,conv,female
5.025,286.575657,0.005,741.6745886,-741.6745886,5,20240724,conv,female
5.03,284.572828,0.005,-589.8691126,-589.8691126,5,20240724,conv,female
5.035,281.42238,0.005,-1472.949106,-1472.949106,5,20240724,conv,female
5.04,277.063749,0.005,-1971.779036,-1971.779036,5,20240724,conv,female
5.045,271.888103,0.005,-2157.040227,-2157.040227,5,20240724,conv,female
5.05,268.439736,0.005,-2097.680084,-2097.680084,5,20240724,conv,female
5.055,267.509348,0.005,-1860.732824,-1860.732824,5,20240724,conv,female
5.06,267.207398,0.005,-1513.046711,-1513.046711,5,20240724,conv,female
5.065,266.898217,0.005,-1120.727699,-1120.727699,5,20240724,conv,female
5.07,267.801349,0.005,-745.1895461,-745.1895461,5,20240724,conv,female
5.075,269.487877,0.005,-437.1039755,-437.1039755,5,20240724,conv,female
5.08,270.651767,0.005,-230.4956417,-230.4956417,5,20240724,conv,female
5.085,271.250334,0.005,-138.9248277,-138.9248277,5,20240724,conv,female
5.09,271.764032,0.005,-154.8247069,-154.8247069,5,20240724,conv,female
5.095,271.984809,0.005,-252.201467,-252.201467,5,20240724,conv,female
5.1,271.652022,0.005,-392.3025368,-392.3025368,5,20240724,conv,female
5.105,270.847204,0.005,-531.4100388,-531.4100388,5,20240724,conv,female
5.11,269.085728,0.005,-629.4439101,-629.4439101,5,20240724,conv,female
5.115,265.385708,0.005,-657.5644763,-657.5644763,5,20240724,conv,female
5.12,262.474688,0.005,-602.7186089,-602.7186089,5,20240724,conv,female
5.125,263.411401,0.005,-467.4504567,-467.4504567,5,20240724,conv,female
5.13,264.918422,0.005,-264.4922638,-264.4922638,5,20240724,conv,female
