time,f0,dt,df0,f0stab,speaker,date,condition,gender
7.889,141.693323,0.005,2331.316533,-2331.316533,13,20240821,conv,male
7.894,139.102937,0.005,1690.63449,-1690.63449,13,20240821,conv,male
7.899,134.927949,0.005,884.3156711,-884.3156711,13,20240821,conv,male
7.904,131.161389,0.005,5.153042902,-5.153042902,13,20240821,conv,male
7.909,127.961737,0.005,-844.593252,-844.593252,13,20240821,conv,male
7.914,126.446588,0.005,-1580.850152,-1580.850152,13,20240821,conv,male
7.919,127.364395,0.005,-2156.518308,-2156.518308,13,20240821,conv,male
7.924,126.6945,0.005,-2565.236431,-2565.236431,13,20240821,conv,male
7.929,125.175843,0.005,-2831.146175,-2831.146175,13,20240821,conv,male
7.934,124.276701,0.005,-2991.351299,-2991.351299,13,20240821,conv,male
7.939,123.662267,0.005,-3079.374,-3079.374,13,20240821,conv,male
7.944,122.291097,0.005,-3115.499268,-3115.499268,13,20240821,conv,male
7.949,120.638672,0.005,-3105.530509,-3105.530509,13,20240821,conv,male
7.954,118.866613,0.005,-3045.658794,-3045.658794,13,20240821,conv,male
7.959,117.561023,0.005,-2929.427319,-2929.427319,13,20240821,conv,male
7.964,116.589808,0.005,-2753.291169,-2753.291169,13,20240821,conv,male
7.969,115.962091,0.005,-2519.131058,-2519.131058,13,20240821,conv,male
7.974,115.498619,0.005,-2234.050524,-2234.050524,13,20240821,conv,male
7.979,114.966881,0.005,-1908.920822,-1908.920822,13,20240821,conv,male
7.984,114.436132,0.005,-1557.099748,-1557.099748,13,20240821,conv,male
7.989,113.648893,0.005,-1193.852721,-1193.852721,13,20240821,conv,male
7.994,112.536248,0.005,-835.9781075,-835.9781075,13,20240821,conv,male
7.999,112.689768,0.005,-500.7050993,-500.7050993,13,20240821,conv,male
8.004,114.780568,0.005,-203.371464,-203.371464,13,20240821,conv,male
8.009,115.021525,0.005,45.63268337,-45.63268337,13,20240821,conv,male
8.014,114.802351,0.005,243.3648401,-243.3648401,13,20240821,conv,male
8.019,114.686259,0.005,394.9506478,-394.9506478,13,20240821,conv,male
8.024,114.706343,0.005,511.8033496,-511.8033496,13,20240821,conv,male
8.029,114.854804,0.005,608.0620698,-608.0620698,13,20240821,conv,male
8.034,115.153216,0.005,696.6626476,-696.6626476,13,20240821,conv,male
8.039,115.481892,0.005,786.4906732,-786.4906732,13,20240821,conv,male
8.044,115.706054,0.005,881.421535,-881.421535,13,20240821,conv,male
8.049,115.943085,0.005,981.1559188,-981.1559188,13,20240821,conv,male
8.054,116.401405,0.005,1083.070844,-1083.070844,13,20240821,conv,male
