time,f0,dt,df0,f0stab,speaker,date,condition,gender
0.71,161.048832,0.005,647.9476276,-647.9476276,13,20240821,sing,male
0.715,156.482334,0.005,232.492014,-232.492014,13,20240821,sing,male
0.72,152.45328,0.005,-321.7520115,-321.7520115,13,20240821,sing,male
0.725,150.448488,0.005,-937.7888401,-937.7888401,13,20240821,sing,male
0.73,148.638556,0.005,-1521.766803,-1521.766803,13,20240821,sing,male
0.735,146.521564,0.005,-1987.085412,-1987.085412,13,20240821,sing,male
0.74,144.362049,0.005,-2274.998763,-2274.998763,13,20240821,sing,male
0.745,142.337277,0.005,-2365.5046,-2365.5046,13,20240821,sing,male
0.75,140.883322,0.005,-2276.469509,-2276.469509,13,20240821,sing,male
0.755,140.312319,0.005,-2053.13823,-2053.13823,13,20240821,sing,male
0.76,140.809095,0.005,-1752.791207,-1752.791207,13,20240821,sing,male
0.765,141.448926,0.005,-1429.81004,-1429.81004,13,20240821,sing,male
0.77,141.420729,0.005,-1125.162799,-1125.162799,13,20240821,sing,male
0.775,140.905418,0.005,-862.1291211,-862.1291211,13,20240821,sing,male
0.78,140.240763,0.005,-647.7896098,-647.7896098,13,20240821,sing,male
0.785,139.653923,0.005,-478.1177934,-478.1177934,13,20240821,sing,male
0.79,139.494232,0.005,-343.9051317,-343.9051317,13,20240821,sing,male
0.795,140.013845,0.005,-235.2920973,-235.2920973,13,20240821,sing,male
0.8,140.706164,0.005,-143.9685615,-143.9685615,13,20240821,sing,male
0.805,140.688725,0.005,-63.43025266,-63.43025266,13,20240821,sing,male
0.81,140.00598,0.005,11.60753649,-11.60753649,13,20240821,sing,male
0.815,139.614712,0.005,85.64236243,-85.64236243,13,20240821,sing,male
0.82,139.922072,0.005,162.2941582,-162.2941582,13,20240821,sing,male
0.825,140.304848,0.005,243.9361734,-243.9361734,13,20240821,sing,male
0.83,140.449901,0.005,331.5002825,-331.5002825,13,20240821,sing,male
0.835,140.658624,0.005,424.6925594,-424.6925594,13,20240821,sing,male
0.84,140.813472,0.005,522.4853209,-522.4853209,13,20240821,sing,male
0.845,140.92892,0.005,623.5358897,-623.5358897,13,20240821,sing,male
0.85,141.333754,0.005,726.2427628,-726.2427628,13,20240821,sing,male
0.855,141.78656,0.005,828.3917859,-828.3917859,13,20240821,sing,male
0.86,142.078874,0.005,926.5881328,-926.5881328,13,20240821,sing,male
