time,f0,dt,df0,f0stab,speaker,date,condition,gender
51.485,230.555284,0.005,-493.4651917,-493.4651917,9,20240725,conv,female
51.49,229.415043,0.005,-744.075213,-744.075213,9,20240725,conv,female
51.495,228.743072,0.005,-942.2263979,-942.2263979,9,20240725,conv,female
51.5,229.373723,0.005,-1072.939699,-1072.939699,9,20240725,conv,female
51.505,229.615548,0.005,-1130.42655,-1130.42655,9,20240725,conv,female
51.51,228.358906,0.005,-1116.720471,-1116.720471,9,20240725,conv,female
51.515,225.372125,0.005,-1040.025501,-1040.025501,9,20240725,conv,female
51.52,222.647322,0.005,-913.9897245,-913.9897245,9,20240725,conv,female
51.525,222.638893,0.005,-757.515483,-757.515483,9,20240725,conv,female
51.53,223.926425,0.005,-593.6795651,-593.6795651,9,20240725,conv,female
51.535,225.402114,0.005,-446.6131002,-446.6131002,9,20240725,conv,female
51.54,225.932135,0.005,-336.4827369,-336.4827369,9,20240725,conv,female
51.545,225.37264,0.005,-274.074435,-274.074435,9,20240725,conv,female
51.55,224.769152,0.005,-257.074096,-257.074096,9,20240725,conv,female
51.555,225.380946,0.005,-269.7243065,-269.7243065,9,20240725,conv,female
51.56,226.55317,0.005,-286.4181353,-286.4181353,9,20240725,conv,female
51.565,225.564663,0.005,-278.4702735,-278.4702735,9,20240725,conv,female
51.57,222.420758,0.005,-222.2103421,-222.2103421,9,20240725,conv,female
51.575,219.913897,0.005,-105.9832696,-105.9832696,9,20240725,conv,female
51.58,220.226498,0.005,66.15809314,-66.15809314,9,20240725,conv,female
51.585,222.372598,0.005,275.2671294,-275.2671294,9,20240725,conv,female
51.59,224.192876,0.005,492.4677575,-492.4677575,9,20240725,conv,female
51.595,225.231429,0.005,686.2388668,-686.2388668,9,20240725,conv,female
51.6,225.941297,0.005,829.489687,-829.489687,9,20240725,conv,female
51.605,226.624186,0.005,904.3058362,-904.3058362,9,20240725,conv,female
51.61,227.577247,0.005,903.5064753,-903.5064753,9,20240725,conv,female
51.615,228.693312,0.005,829.5710335,-829.5710335,9,20240725,conv,female
51.62,229.404816,0.005,692.3677889,-692.3677889,9,20240725,conv,female
51.625,229.582165,0.005,507.1223697,-507.1223697,9,20240725,conv,female
51.63,229.673049,0.005,293.3522434,-293.3522434,9,20240725,conv,female
51.635,229.804779,0.005,74.51228062,-74.51228062,9,20240725,conv,female
51.64,229.794141,0.005,-122.6608708,-122.6608708,9,20240725,conv,female
51.645,229.380403,0.005,-270.2898024,-270.2898024,9,20240725,conv,female
51.65,228.255653,0.005,-343.607817,-343.607817,9,20240725,conv,female
51.655,226.546811,0.005,-326.7914643,-326.7914643,9,20240725,conv,female
51.66,224.732535,0.005,-218.5588128,-218.5588128,9,20240725,conv,female
51.665,223.057949,0.005,-35.01085895,-35.01085895,9,20240725,conv,female
51.67,222.428502,0.005,192.292775,-192.292775,9,20240725,conv,female
51.675,225.523677,0.005,423.1903977,-423.1903977,9,20240725,conv,female
51.68,230.065883,0.005,618.4396153,-618.4396153,9,20240725,conv,female
51.685,230.714118,0.005,747.9904657,-747.9904657,9,20240725,conv,female
51.69,234.419116,0.005,794.4793937,-794.4793937,9,20240725,conv,female
51.695,235.942894,0.005,750.9705086,-750.9705086,9,20240725,conv,female
51.7,222.670758,0.005,615.3666356,-615.3666356,9,20240725,conv,female
51.705,222.886358,0.005,385.9859112,-385.9859112,9,20240725,conv,female
51.71,235.784962,0.005,62.00813635,-62.00813635,9,20240725,conv,female
51.715,241.335377,0.005,-350.8595204,-350.8595204,9,20240725,conv,female
51.72,237.013579,0.005,-832.943737,-832.943737,9,20240725,conv,female
51.725,231.855002,0.005,-1346.546059,-1346.546059,9,20240725,conv,female
51.73,228.254602,0.005,-1838.889431,-1838.889431,9,20240725,conv,female
51.735,225.545523,0.005,-2251.963809,-2251.963809,9,20240725,conv,female
51.74,223.146704,0.005,-2535.610475,-2535.610475,9,20240725,conv,female
51.745,220.755726,0.005,-2658.826796,-2658.826796,9,20240725,conv,female
51.75,217.967683,0.005,-2615.514338,-2615.514338,9,20240725,conv,female
51.755,215.058348,0.005,-2423.582888,-2423.582888,9,20240725,conv,female
51.76,213.392397,0.005,-2118.828615,-2118.828615,9,20240725,conv,female
51.765,213.579031,0.005,-1746.291737,-1746.291737,9,20240725,conv,female
51.77,214.642552,0.005,-1351.774626,-1351.774626,9,20240725,conv,female
51.775,214.89963,0.005,-975.3569266,-975.3569266,9,20240725,conv,female
51.78,213.921967,0.005,-647.6424781,-647.6424781,9,20240725,conv,female
51.785,213.150652,0.005,-388.5033524,-388.5033524,9,20240725,conv,female
51.79,213.82638,0.005,-207.4866092,-207.4866092,9,20240725,conv,female
51.795,215.472567,0.005,-104.947651,-104.947651,9,20240725,conv,female
51.8,216.334001,0.005,-73.32929691,-73.32929691,9,20240725,conv,female
51.805,215.681458,0.005,-98.555628,-98.555628,9,20240725,conv,female
51.81,215.158766,0.005,-161.876099,-161.876099,9,20240725,conv,female
51.815,215.353964,0.005,-242.4254593,-242.4254593,9,20240725,conv,female
51.82,214.540681,0.005,-320.3158991,-320.3158991,9,20240725,conv,female
51.825,213.210119,0.005,-379.579688,-379.579688,9,20240725,conv,female
51.83,212.668759,0.005,-410.0971486,-410.0971486,9,20240725,conv,female
51.835,212.82963,0.005,-407.9199524,-407.9199524,9,20240725,conv,female
51.84,213.002537,0.005,-373.9732501,-373.9732501,9,20240725,conv,female
51.845,212.775607,0.005,-311.6629176,-311.6629176,9,20240725,conv,female
51.85,212.383707,0.005,-224.1726958,-224.1726958,9,20240725,conv,female
51.855,211.961791,0.005,-112.1983441,-112.1983441,9,20240725,conv,female
51.86,211.702102,0.005,27.26813281,-27.26813281,9,20240725,conv,female
51.865,212.071138,0.005,200.5256035,-200.5256035,9,20240725,conv,female
51.87,212.82939,0.005,414.5226777,-414.5226777,9,20240725,conv,female
51.875,213.34668,0.005,671.6414292,-671.6414292,9,20240725,conv,female
51.88,213.137993,0.005,962.4528569,-962.4528569,9,20240725,conv,female
51.885,212.240373,0.005,1258.516264,-1258.516264,9,20240725,conv,female
51.89,211.748168,0.005,1508.79467,-1508.79467,9,20240725,conv,female
51.895,213.071924,0.005,1643.603412,-1643.603412,9,20240725,conv,female
51.9,216.851608,0.005,1588.252899,-1588.252899,9,20240725,conv,female
51.905,222.653781,0.005,1284.724153,-1284.724153,9,20240725,conv,female
51.91,229.78863,0.005,715.2239748,-715.2239748,9,20240725,conv,female
51.915,234.427991,0.005,-81.38698772,-81.38698772,9,20240725,conv,female
51.92,232.164112,0.005,-1008.498046,-1008.498046,9,20240725,conv,female
51.925,225.336184,0.005,-1929.313342,-1929.313342,9,20240725,conv,female
51.93,214.650091,0.005,-2699.202656,-2699.202656,9,20240725,conv,female
51.935,206.430789,0.005,-3202.657224,-3202.657224,9,20240725,conv,female
51.94,203.47994,0.005,-3382.321798,-3382.321798,9,20240725,conv,female
51.945,201.876413,0.005,-3250.401124,-3250.401124,9,20240725,conv,female
51.95,200.763759,0.005,-2879.441286,-2879.441286,9,20240725,conv,female
51.955,202.044847,0.005,-2376.982797,-2376.982797,9,20240725,conv,female
51.96,204.744937,0.005,-1853.673475,-1853.673475,9,20240725,conv,female
51.965,205.759624,0.005,-1395.366744,-1395.366744,9,20240725,conv,female
51.97,204.643945,0.005,-1046.827382,-1046.827382,9,20240725,conv,female
51.975,203.63367,0.005,-809.7573847,-809.7573847,9,20240725,conv,female
51.98,203.729259,0.005,-653.1208844,-653.1208844,9,20240725,conv,female
51.985,203.532978,0.005,-530.6772229,-530.6772229,9,20240725,conv,female
51.99,201.656881,0.005,-399.6413834,-399.6413834,9,20240725,conv,female
51.995,198.943674,0.005,-235.1124861,-235.1124861,9,20240725,conv,female
52,197.744287,0.005,-36.73504248,-36.73504248,9,20240725,conv,female
52.005,199.367799,0.005,173.5231413,-173.5231413,9,20240725,conv,female
52.01,202.225188,0.005,361.0120977,-361.0120977,9,20240725,conv,female
52.015,204.368637,0.005,491.8085865,-491.8085865,9,20240725,conv,female
52.02,205.975666,0.005,545.1390176,-545.1390176,9,20240725,conv,female
52.025,206.71062,0.005,520.568712,-520.568712,9,20240725,conv,female
52.03,205.945058,0.005,437.7674316,-437.7674316,9,20240725,conv,female
52.035,204.354437,0.005,329.4858818,-329.4858818,9,20240725,conv,female
52.04,203.484896,0.005,230.7797792,-230.7797792,9,20240725,conv,female
52.045,203.301649,0.005,168.5234226,-168.5234226,9,20240725,conv,female
52.05,203.270847,0.005,154.6138634,-154.6138634,9,20240725,conv,female
52.055,203.508679,0.005,184.5125058,-184.5125058,9,20240725,conv,female
52.06,203.908622,0.005,240.8210424,-240.8210424,9,20240725,conv,female
52.065,204.216986,0.005,300.1973654,-300.1973654,9,20240725,conv,female
52.07,204.667569,0.005,341.3458376,-341.3458376,9,20240725,conv,female
52.075,205.806934,0.005,351.8910829,-351.8910829,9,20240725,conv,female
52.08,207.21317,0.005,332.369678,-332.369678,9,20240725,conv,female
52.085,207.739741,0.005,296.2102862,-296.2102862,9,20240725,conv,female
52.09,207.028103,0.005,265.4606238,-265.4606238,9,20240725,conv,female
52.095,205.637158,0.005,263.1741885,-263.1741885,9,20240725,conv,female
52.1,204.220443,0.005,304.5646007,-304.5646007,9,20240725,conv,female
52.105,203.565966,0.005,389.7988418,-389.7988418,9,20240725,conv,female
52.11,204.241187,0.005,501.1600464,-501.1600464,9,20240725,conv,female
52.115,205.761955,0.005,606.1077138,-606.1077138,9,20240725,conv,female
52.12,207.32011,0.005,665.8246364,-665.8246364,9,20240725,conv,female
52.125,208.761404,0.005,646.8623338,-646.8623338,9,20240725,conv,female
52.13,210.407343,0.005,532.2613213,-532.2613213,9,20240725,conv,female
52.135,212.878862,0.005,328.5545379,-328.5545379,9,20240725,conv,female
52.14,213.596854,0.005,66.40500137,-66.40500137,9,20240725,conv,female
52.145,210.581478,0.005,-205.2150689,-205.2150689,9,20240725,conv,female
52.15,206.380306,0.005,-429.3091458,-429.3091458,9,20240725,conv,female
52.155,204.968939,0.005,-552.4914219,-552.4914219,9,20240725,conv,female
52.16,206.462905,0.005,-535.1535271,-535.1535271,9,20240725,conv,female
52.165,206.29796,0.005,-358.7348632,-358.7348632,9,20240725,conv,female
52.17,203.60334,0.005,-30.17226296,-30.17226296,9,20240725,conv,female
52.175,202.48981,0.005,415.8517677,-415.8517677,9,20240725,conv,female
52.18,203.681784,0.005,917.0831334,-917.0831334,9,20240725,conv,female
52.185,204.756044,0.005,1388.079893,-1388.079893,9,20240725,conv,female
52.19,206.684449,0.005,1731.39146,-1731.39146,9,20240725,conv,female
52.195,209.119724,0.005,1856.724712,-1856.724712,9,20240725,conv,female
52.2,212.432985,0.005,1705.470354,-1705.470354,9,20240725,conv,female
52.205,221.075416,0.005,1273.313174,-1273.313174,9,20240725,conv,female
52.21,233.407571,0.005,621.0914557,-621.0914557,9,20240725,conv,female
52.215,241.729509,0.005,-133.8076517,-133.8076517,9,20240725,conv,female
52.22,203.909462,0.005,-846.165261,-846.165261,9,20240725,conv,female
52.225,200.84737,0.005,-1383.333507,-1383.333507,9,20240725,conv,female
52.23,201.975625,0.005,-1662.668624,-1662.668624,9,20240725,conv,female
52.235,203.695684,0.005,-1671.797465,-1671.797465,9,20240725,conv,female
52.24,205.702832,0.005,-1464.832393,-1464.832393,9,20240725,conv,female
52.245,207.212367,0.005,-1137.982959,-1137.982959,9,20240725,conv,female
52.25,207.194389,0.005,-795.9306522,-795.9306522,9,20240725,conv,female
52.255,207.11394,0.005,-522.1848576,-522.1848576,9,20240725,conv,female
52.26,208.21109,0.005,-362.5086858,-362.5086858,9,20240725,conv,female
52.265,209.085008,0.005,-323.537919,-323.537919,9,20240725,conv,female
52.27,208.608211,0.005,-382.7111182,-382.7111182,9,20240725,conv,female
52.275,206.973413,0.005,-502.8378713,-502.8378713,9,20240725,conv,female
52.28,205.338244,0.005,-645.1325105,-645.1325105,9,20240725,conv,female
52.285,204.452247,0.005,-777.0332542,-777.0332542,9,20240725,conv,female
52.29,204.246015,0.005,-874.1122156,-874.1122156,9,20240725,conv,female
52.295,204.566758,0.005,-917.8186834,-917.8186834,9,20240725,conv,female
52.3,204.733931,0.005,-892.1311,-892.1311,9,20240725,conv,female
52.305,203.711266,0.005,-782.1799167,-782.1799167,9,20240725,conv,female
52.31,201.435582,0.005,-576.6037066,-576.6037066,9,20240725,conv,female
52.315,199.228674,0.005,-273.2921922,-273.2921922,9,20240725,conv,female
52.32,198.536548,0.005,113.8821132,-113.8821132,9,20240725,conv,female
52.325,199.092553,0.005,550.8051232,-550.8051232,9,20240725,conv,female
52.33,200.166222,0.005,984.332488,-984.332488,9,20240725,conv,female
