fileName,IntervalName,duration,start,end,language,location,group,condition,IOI,speaker,gender
Mandarin_Auckland_R1_conv.TextGrid,9,0.122436935,148.6332967,148.7557336,Mandarin,Auckland,R1,conv,8.16747005305221,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.108309597,148.7557336,148.8640432,Mandarin,Auckland,R1,conv,9.232792178148351,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.249582984,148.8640432,149.1136262,Mandarin,Auckland,R1,conv,4.006683404346187,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.103600484,149.1136262,149.2172267,Mandarin,Auckland,R1,conv,9.65246455798411,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.11301871,149.2172267,149.3302454,Mandarin,Auckland,R1,conv,8.84809249725112,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.183655403,149.3302454,149.5139008,Mandarin,Auckland,R1,conv,5.444980020544237,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.103600484,149.5139008,149.6175012,Mandarin,Auckland,R1,conv,9.65246455798411,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.098891371,149.6175012,149.7163926,Mandarin,Auckland,R1,conv,10.112105736707806,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.108309597,149.7163926,149.8247022,Mandarin,Auckland,R1,conv,9.232792178148351,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.089473145,149.8247022,149.9141754,Mandarin,Auckland,R1,conv,11.176537943312487,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.141273387,149.9141754,150.0554487,Mandarin,Auckland,R1,conv,7.0784740228532925,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.136564274,150.0554487,150.192013,Mandarin,Auckland,R1,conv,7.322559339348151,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.089473145,150.192013,150.2814862,Mandarin,Auckland,R1,conv,11.176537943312487,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.193073629,150.2814862,150.4745598,Mandarin,Auckland,R1,conv,5.179371233551528,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.293735278,150.4745598,150.7682951,Mandarin,Auckland,R1,conv,3.404425940284912,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.277837661,151.097933,151.3757706,Mandarin,Auckland,R1,conv,3.5992240807123697,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.287255887,151.3757706,151.6630265,Mandarin,Auckland,R1,conv,3.4812167313389124,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.289513492,151.6630265,151.95254,Mandarin,Auckland,R1,conv,3.4540704583121813,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.141273387,151.95254,152.0938134,Mandarin,Auckland,R1,conv,7.0784740228532925,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.150691613,152.0938134,152.244505,Mandarin,Auckland,R1,conv,6.636069387617478,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.155400726,152.244505,152.3999057,Mandarin,Auckland,R1,conv,6.434976371989408,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.207200967,152.3999057,152.6071067,Mandarin,Auckland,R1,conv,4.8262323022845734,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.089473145,152.6071067,152.6965799,Mandarin,Auckland,R1,conv,11.176537943312487,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.080054919,152.6965799,152.7766348,Mandarin,Auckland,R1,conv,12.4914247930224,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.169528064,152.7766348,152.9461628,Mandarin,Auckland,R1,conv,5.8987283662957415,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.164818951,152.9461628,153.1109818,Mandarin,Auckland,R1,conv,6.067263466565808,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.226037419,153.1109818,153.3370192,Mandarin,Auckland,R1,conv,4.424046268197745,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.193073629,153.3370192,153.5300928,Mandarin,Auckland,R1,conv,5.179371233551528,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.131855161,153.5300928,153.661948,Mandarin,Auckland,R1,conv,7.584079321703608,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.169528064,153.661948,153.8314761,Mandarin,Auckland,R1,conv,5.8987283662957415,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.183655403,153.8314761,154.0151315,Mandarin,Auckland,R1,conv,5.444980020544237,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.263710322,154.4120943,154.6758046,Mandarin,Auckland,R1,conv,3.792039660851804,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.244873871,154.6758046,154.9206785,Mandarin,Auckland,R1,conv,4.083735009849214,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.207200967,154.9206785,155.1278795,Mandarin,Auckland,R1,conv,4.8262323022845734,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.216619193,155.1278795,155.3444986,Mandarin,Auckland,R1,conv,4.616396110385288,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.221328306,155.3444986,155.565827,Mandarin,Auckland,R1,conv,4.518174914328401,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.216619193,155.565827,155.7824461,Mandarin,Auckland,R1,conv,4.616396110385288,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.409692822,155.7824461,156.192139,Mandarin,Auckland,R1,conv,2.4408531131160505,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.141273387,156.192139,156.3334124,Mandarin,Auckland,R1,conv,7.0784740228532925,9,Female
Mandarin_Auckland_R1_conv.TextGrid,9,0.301383225,156.3334124,156.6347956,Mandarin,Auckland,R1,conv,3.3180347048180936,9,Female
