time,f0,speaker,date,condition
11.777,240.454676,7,20240725,sing
11.782,238.907092,7,20240725,sing
11.787,239.771806,7,20240725,sing
11.792,240.125327,7,20240725,sing
11.797,238.578373,7,20240725,sing
11.802,236.713552,7,20240725,sing
11.807,236.692907,7,20240725,sing
11.812,237.269481,7,20240725,sing
11.817,236.989895,7,20240725,sing
11.822,236.287679,7,20240725,sing
11.827,236.348678,7,20240725,sing
11.832,237.246208,7,20240725,sing
11.837,238.215631,7,20240725,sing
11.842,238.866968,7,20240725,sing
11.847,239.096621,7,20240725,sing
11.852,239.426392,7,20240725,sing
11.857,240.486372,7,20240725,sing
11.862,242.133355,7,20240725,sing
11.867,243.916831,7,20240725,sing
11.872,245.62195,7,20240725,sing
11.877,246.739527,7,20240725,sing
11.882,246.075887,7,20240725,sing
11.887,243.355376,7,20240725,sing
11.892,240.842491,7,20240725,sing
11.897,241.449526,7,20240725,sing
11.902,243.977519,7,20240725,sing
11.907,246.331293,7,20240725,sing
11.912,248.240427,7,20240725,sing
11.917,250.180437,7,20240725,sing
11.922,252.246027,7,20240725,sing
11.927,253.681028,7,20240725,sing
11.932,253.395026,7,20240725,sing
11.937,250.147208,7,20240725,sing
11.942,244.897715,7,20240725,sing
11.947,243.250135,7,20240725,sing
11.952,244.211872,7,20240725,sing
11.957,244.673642,7,20240725,sing
11.962,243.284534,7,20240725,sing
11.967,239.657198,7,20240725,sing
11.972,235.161889,7,20240725,sing
11.977,232.749969,7,20240725,sing
11.982,233.417036,7,20240725,sing
11.987,235.242707,7,20240725,sing
11.992,236.330918,7,20240725,sing
11.997,236.182325,7,20240725,sing
12.002,234.862866,7,20240725,sing
12.007,232.440621,7,20240725,sing
12.012,229.391706,7,20240725,sing
12.017,226.62505,7,20240725,sing
12.022,224.766165,7,20240725,sing
12.027,223.48599,7,20240725,sing
12.032,222.468238,7,20240725,sing
12.037,222.087609,7,20240725,sing
12.042,222.611586,7,20240725,sing
12.047,223.24792,7,20240725,sing
12.052,223.078591,7,20240725,sing
12.057,222.492515,7,20240725,sing
12.062,223.062528,7,20240725,sing
12.067,224.357128,7,20240725,sing
12.072,224.21856,7,20240725,sing
12.077,222.711365,7,20240725,sing
12.082,221.506713,7,20240725,sing
12.087,221.525345,7,20240725,sing
12.092,222.468618,7,20240725,sing
12.097,223.184351,7,20240725,sing
12.102,222.731508,7,20240725,sing
12.107,221.032576,7,20240725,sing
12.112,219.189008,7,20240725,sing
12.117,218.424378,7,20240725,sing
12.122,218.22958,7,20240725,sing
12.127,217.420124,7,20240725,sing
12.132,215.727475,7,20240725,sing
12.137,213.636973,7,20240725,sing
12.142,211.141761,7,20240725,sing
12.147,206.539698,7,20240725,sing
12.152,200.462028,7,20240725,sing
12.157,196.632915,7,20240725,sing
12.162,195.126517,7,20240725,sing
12.167,196.288948,7,20240725,sing
12.172,198.798348,7,20240725,sing
12.177,199.678606,7,20240725,sing
12.182,203.882457,7,20240725,sing
12.187,226.706395,7,20240725,sing
12.192,235.944024,7,20240725,sing
12.197,239.727141,7,20240725,sing
12.202,242.092579,7,20240725,sing
12.207,235.853555,7,20240725,sing
12.212,225.073115,7,20240725,sing
12.217,221.611733,7,20240725,sing
12.222,221.656531,7,20240725,sing
12.227,225.018132,7,20240725,sing
12.232,229.405248,7,20240725,sing
12.237,226.420361,7,20240725,sing
12.242,230.855236,7,20240725,sing
12.247,237.309004,7,20240725,sing
12.252,232.587473,7,20240725,sing
12.257,230.463976,7,20240725,sing
12.262,225.630645,7,20240725,sing
12.267,215.11446,7,20240725,sing
12.272,209.527791,7,20240725,sing
12.277,209.46512,7,20240725,sing
12.282,208.126661,7,20240725,sing
12.287,203.617639,7,20240725,sing
12.292,195.480441,7,20240725,sing
12.297,191.842884,7,20240725,sing
12.302,192.164258,7,20240725,sing
12.307,191.315055,7,20240725,sing
12.312,192.04787,7,20240725,sing
12.317,194.120816,7,20240725,sing
12.322,195.534538,7,20240725,sing
