time,f0,speaker,date,condition
24.655,241.184986,2,20240724,conversation
24.66,241.070655,2,20240724,conversation
24.665,238.880488,2,20240724,conversation
24.67,240.611484,2,20240724,conversation
24.675,245.270614,2,20240724,conversation
24.68,248.316122,2,20240724,conversation
24.685,249.946288,2,20240724,conversation
24.69,250.341688,2,20240724,conversation
24.695,246.963609,2,20240724,conversation
24.7,225.102196,2,20240724,conversation
24.705,212.954635,2,20240724,conversation
24.71,211.502922,2,20240724,conversation
24.715,211.039498,2,20240724,conversation
24.72,210.504186,2,20240724,conversation
24.725,209.600842,2,20240724,conversation
24.73,208.783071,2,20240724,conversation
24.735,208.968527,2,20240724,conversation
24.74,210.218049,2,20240724,conversation
24.745,211.509474,2,20240724,conversation
24.75,212.294746,2,20240724,conversation
24.755,213.09397,2,20240724,conversation
24.76,214.741652,2,20240724,conversation
24.765,217.274543,2,20240724,conversation
24.77,218.094129,2,20240724,conversation
24.775,216.725151,2,20240724,conversation
24.78,214.864802,2,20240724,conversation
24.785,212.606186,2,20240724,conversation
24.79,210.596461,2,20240724,conversation
24.795,210.76569,2,20240724,conversation
24.8,211.722286,2,20240724,conversation
24.805,211.910345,2,20240724,conversation
24.81,211.521802,2,20240724,conversation
24.815,210.53486,2,20240724,conversation
24.82,210.014172,2,20240724,conversation
24.825,208.050936,2,20240724,conversation
24.83,207.655911,2,20240724,conversation
24.835,206.982825,2,20240724,conversation
24.84,204.098304,2,20240724,conversation
24.845,203.48687,2,20240724,conversation
24.85,202.707426,2,20240724,conversation
24.855,254.560184,2,20240724,conversation
24.86,251.001483,2,20240724,conversation
24.865,247.508447,2,20240724,conversation
24.87,244.323067,2,20240724,conversation
24.875,241.734532,2,20240724,conversation
24.88,239.899647,2,20240724,conversation
24.885,238.84454,2,20240724,conversation
24.89,238.381847,2,20240724,conversation
24.895,238.061093,2,20240724,conversation
24.9,236.987241,2,20240724,conversation
24.905,235.896526,2,20240724,conversation
24.91,235.254509,2,20240724,conversation
24.915,234.819498,2,20240724,conversation
24.92,234.767914,2,20240724,conversation
24.925,235.708416,2,20240724,conversation
24.93,239.229487,2,20240724,conversation
24.935,245.53492,2,20240724,conversation
24.94,245.985653,2,20240724,conversation
24.945,244.022303,2,20240724,conversation
24.95,242.165798,2,20240724,conversation
24.955,239.348095,2,20240724,conversation
24.96,235.986419,2,20240724,conversation
24.965,234.292021,2,20240724,conversation
24.97,237.083501,2,20240724,conversation
24.975,241.419333,2,20240724,conversation
24.98,245.119079,2,20240724,conversation
24.985,247.55936,2,20240724,conversation
24.99,247.786283,2,20240724,conversation
24.995,245.581462,2,20240724,conversation
25,240.259683,2,20240724,conversation
25.005,229.069385,2,20240724,conversation
25.01,219.749879,2,20240724,conversation
25.015,231.836179,2,20240724,conversation
25.02,239.798364,2,20240724,conversation
25.025,250.413043,2,20240724,conversation
25.03,247.628625,2,20240724,conversation
25.035,232.815783,2,20240724,conversation
25.04,225.694372,2,20240724,conversation
25.045,214.894841,2,20240724,conversation
25.05,204.664488,2,20240724,conversation
25.055,205.618403,2,20240724,conversation
25.06,208.459213,2,20240724,conversation
25.065,211.251321,2,20240724,conversation
25.07,213.836839,2,20240724,conversation
25.075,216.149558,2,20240724,conversation
25.08,218.417985,2,20240724,conversation
25.085,221.061527,2,20240724,conversation
25.09,223.30954,2,20240724,conversation
25.095,221.364856,2,20240724,conversation
25.1,217.721646,2,20240724,conversation
25.105,217.360079,2,20240724,conversation
25.11,218.928668,2,20240724,conversation
25.115,220.337178,2,20240724,conversation
25.12,219.877366,2,20240724,conversation
25.125,217.022639,2,20240724,conversation
25.13,214.642322,2,20240724,conversation
25.135,218.248074,2,20240724,conversation
25.14,223.543635,2,20240724,conversation
25.145,222.613688,2,20240724,conversation
