fileName,IntervalName,duration,start,end,Annotator,Language,Location,Group,Condition
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.178969332252881,0.1067085472560295,0.2856778795089106,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.2214366314315309,0.2856778795089106,0.5071145109404416,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.1001014909211029,0.8013522266782291,0.901453717599332,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.2851375801995055,1.1350238630819058,1.4201614432814114,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.1243685190231884,1.4201614432814114,1.5445299623045998,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.1031348694338636,1.5445299623045998,1.6476648317384637,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.1759359537401204,1.6476648317384637,1.823600785478584,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.2062697388677272,1.823600785478584,2.029870524346311,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.2123364958932487,2.029870524346311,2.24220702023956,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.1820027107656421,2.24220702023956,2.424209731005202,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.3427717719419587,2.424209731005202,2.7669815029471607,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.1122350049721458,3.3865528174569635,3.49878782242911,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.0849345983572993,3.49878782242911,3.5837224207864087,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.0515674347169321,3.5837224207864087,3.635289855503341,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.0970681124083423,3.635289855503341,3.732357967911683,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.1729025752273596,3.732357967911683,3.905260543139043,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.148635547125274,3.905260543139043,4.053896090264317,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.1486355471252745,4.053896090264317,4.202531637389591,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.3700721785568044,4.202531637389591,4.572603815946396,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.1516689256380354,4.572603815946396,4.724272741584431,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.2851375801995051,4.724272741584431,5.009410321783936,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.2093031173804886,5.009410321783936,5.218713439164425,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.1486355471252736,5.218713439164425,5.367348986289699,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.1334686545614714,5.367348986289699,5.50081764085117,Jia,Mandarin,Auckland,C1,conv
Jia_Mandarin_Auckland_C1_conv.TextGrid,19,0.1638024396890776,5.50081764085117,5.664620080540248,Jia,Mandarin,Auckland,C1,conv
