date,condition,speaker,duration,start,end,gender,IOI
20240724,conv,3,0.183863879,12.7369792,12.92084308,male,5.438806174
20240724,conv,3,0.13207132,12.92084308,13.0529144,male,7.571666571
20240724,conv,3,0.135457764,13.0529144,13.18837216,male,7.382374907
20240724,conv,3,0.176095094,13.18837216,13.36446725,male,5.678749928
20240724,conv,3,0.118525544,13.36446725,13.4829928,male,8.436999893
20240724,conv,3,0.231850093,13.4829928,13.71484289,male,4.313131757
20240724,conv,3,0.130499426,13.71484289,13.84534232,male,7.662868939
20240724,conv,3,0.338644411,13.84534232,14.18398673,male,2.952949963
20240724,conv,3,0.172708649,14.18398673,14.35669538,male,5.790097966
20240724,conv,3,0.094820435,14.35669538,14.45151581,male,10.54624987
20240724,conv,3,0.118525544,14.45151581,14.57004136,male,8.436999893
20240724,conv,3,0.091433991,14.57004136,14.66147535,male,10.93685171
20240724,conv,3,0.133643214,14.66147535,14.79511856,male,7.482609623
20240724,conv,3,0.125298432,14.79511856,14.92041699,male,7.980945845
20240724,conv,3,0.218546973,14.92041699,15.13896397,male,4.575675362
20240724,conv,3,0.203186646,15.13896397,15.34215061,male,4.921583271
20240724,conv,3,0.335575322,40.13415598,40.4697313,male,2.979956911
20240724,conv,3,0.169322205,40.4697313,40.63905351,male,5.905899925
20240724,conv,3,0.145299741,40.63905351,40.78435325,male,6.882324716
20240724,conv,3,0.194384016,43.283549,43.47793302,male,5.144455905
20240724,conv,3,0.138844208,43.47793302,43.61677722,male,7.202316982
20240724,conv,3,0.135457764,43.61677722,43.75223499,male,7.382374907
20240724,conv,3,0.196413758,43.75223499,43.94864875,male,5.091293039
20240724,conv,3,0.316969044,43.94864875,44.26561779,male,3.154882216
20240724,conv,3,0.089378155,46.06488505,46.15426321,male,11.18841621
20240724,conv,3,0.159162873,46.15426321,46.31342608,male,6.282872261
20240724,conv,3,0.18964087,46.31342608,46.50306695,male,5.273124933
20240724,conv,3,0.179481538,46.50306695,46.68254849,male,5.571603703
20240724,conv,3,0.433464846,46.68254849,47.11601333,male,2.306992158
20240724,conv,3,0.394156754,47.11601333,47.51017009,male,2.537061688
20240724,conv,3,0.428749164,47.51017009,47.93891925,male,2.332366064
20240724,conv,3,0.199800202,47.93891925,48.13871945,male,5.004999937
20240724,conv,3,0.260756196,48.13871945,48.39947565,male,3.834999952
20240724,conv,3,0.230278199,48.61034783,48.84062603,male,4.342573474
20240724,conv,3,0.172708649,48.84062603,49.01333468,male,5.790097966
20240724,conv,3,0.243823976,49.01333468,49.25715866,male,4.101319393
20240724,conv,3,0.296584841,49.25715866,49.5537435,male,3.371716489
20240724,conv,3,0.111995312,50.41769112,50.52968644,male,8.928945185
20240724,conv,3,0.108123555,50.52968644,50.63780999,male,9.248678499
20240724,conv,3,0.203186646,50.63780999,50.84099664,male,4.921583271
20240724,conv,3,0.230278199,50.84099664,51.07127484,male,4.342573474
20240724,conv,3,0.186254426,51.07127484,51.25752926,male,5.368999932
20240724,conv,3,0.199800202,51.25752926,51.45732947,male,5.004999937
20240724,conv,3,0.254225964,51.45732947,51.71155543,male,3.933508534
20240724,conv,3,0.125599152,52.1771388,52.30273795,male,7.961837221
20240724,conv,3,0.142230653,52.30273795,52.44496861,male,7.030833244
20240724,conv,3,0.172708649,52.44496861,52.61767726,male,5.790097966
20240724,conv,3,0.111752656,52.61767726,52.72942991,male,8.94833322
20240724,conv,3,0.143675847,52.72942991,52.87310576,male,6.960112112
20240724,conv,3,0.144171903,52.87310576,53.01727766,male,6.936164276
20240724,conv,3,0.101593323,53.01727766,53.11887098,male,9.843166542
20240724,conv,3,0.180926732,53.11887098,53.29979772,male,5.527099231
