date,condition,speaker,duration,start,end,gender,IOI
20240724,sing,3,0.354279997,6.187329484,6.54160948,male,2.822626195
20240724,sing,3,0.393598524,6.54160948,6.935208004,male,2.540659934
20240724,sing,3,0.388206763,6.935208004,7.323414767,male,2.57594688
20240724,sing,3,0.231845706,7.754755615,7.98660132,male,4.313213375
20240724,sing,3,0.188711621,7.98660132,8.175312941,male,5.299090722
20240724,sing,3,0.350464439,8.175312941,8.52577738,male,2.853356543
20240724,sing,3,0.355856199,8.52577738,8.881633579,male,2.810123873
20240724,sing,3,0.328189837,19.97991497,20.3081048,male,3.047016962
20240724,sing,3,0.285763312,20.3081048,20.59386812,male,3.499399531
20240724,sing,3,0.534866966,20.59386812,21.12873508,male,1.869623782
20240724,sing,3,0.29246964,35.98241232,36.27488196,male,3.41915831
20240724,sing,3,0.388206763,36.27488196,36.66308872,male,2.57594688
20240724,sing,3,0.372031481,36.66308872,37.0351202,male,2.687944572
20240724,sing,3,0.647011272,37.0351202,37.68213147,male,1.545568127
20240724,sing,3,0.296546833,37.68213147,37.97867831,male,3.372148641
20240724,sing,3,0.366639721,37.97867831,38.34531803,male,2.727473164
20240724,sing,3,0.524181489,38.34531803,38.86949952,male,1.907736196
20240724,sing,3,0.377455269,50.58493792,50.96239319,male,2.649320548
20240724,sing,3,1.04202927,50.96239319,52.00442246,male,0.959665941
