date,condition,speaker,duration,start,end,gender,IOI
20240724,sing,2,0.436732608,4.660261731,5.096994339,female,2.289730562
20240724,sing,2,0.285763312,5.096994339,5.382757651,female,3.499399531
20240724,sing,2,0.308281375,5.382757651,5.691039026,female,3.243789866
20240724,sing,2,0.33229118,18.6686962,19.00098738,female,3.009408796
20240724,sing,2,0.323505636,19.00098738,19.32449301,female,3.091136255
20240724,sing,2,0.27497979,19.32449301,19.5994728,female,3.636630896
20240724,sing,2,0.380442163,19.5994728,19.97991497,female,2.628520436
20240724,sing,2,0.302711936,32.89776766,33.2004796,female,3.303470663
20240724,sing,2,0.425949087,33.2004796,33.62642868,female,2.347698423
20240724,sing,2,0.45290789,33.62642868,34.07933657,female,2.20795447
20240724,sing,2,0.36124796,34.07933657,34.44058453,female,2.768181722
20240724,sing,2,0.560743102,34.44058453,35.00132764,female,1.78334784
20240724,sing,2,0.296331259,35.00132764,35.2976589,female,3.3746018
20240724,sing,2,0.215670424,49.19928748,49.4149579,female,4.636704382
20240724,sing,2,0.388206763,49.4149579,49.80316466,female,2.57594688
20240724,sing,2,0.781773259,49.80316466,50.58493792,female,1.279143266
