date,condition,speaker,duration,start,end,IOI
20240724,conv,5,0.223505311,18.24011359,18.4636189,4.47416661
20240724,conv,5,0.257369752,18.4636189,18.72098865,3.885460477
20240724,conv,5,0.253983308,18.72098865,18.97497196,3.937266617
20240724,conv,2,0.216558488,24.63471217,24.85127066,4.617690159
20240724,conv,2,0.091433991,24.85127066,24.94270465,10.93685171
20240724,conv,2,0.18964087,24.94270465,25.13234552,5.273124933
20240724,conv,2,0.142230653,25.13234552,25.27457618,7.030833244
20240724,conv,2,0.226891755,25.27457618,25.50146793,4.407388004
20240724,conv,2,0.250596864,25.50146793,25.75206479,3.990472923
20240724,conv,2,0.324913956,25.75206479,26.07697875,3.077737908
20240724,conv,2,0.269828947,26.22163597,26.49146491,3.706051595
20240724,conv,2,0.301393526,26.49146491,26.79285844,3.317921306
20240724,conv,2,0.142230653,26.79285844,26.93508909,7.030833244
20240724,conv,2,0.118525544,26.93508909,27.05361463,8.436999893
20240724,conv,2,0.206573091,27.05361463,27.26018773,4.840901578
20240724,conv,2,0.41153642,27.26018773,27.67172415,2.429918597
20240724,conv,1,0.14602432,28.43028763,28.57631194,6.848174335
20240724,conv,1,0.159162873,28.57631194,28.73547482,6.282872261
20240724,conv,1,0.233664643,28.73547482,28.96913946,4.279637627
20240724,conv,1,0.43685129,28.96913946,29.40599075,2.289108498
20240724,conv,1,0.203186646,29.40599075,29.6091774,4.921583271
20240724,conv,1,0.256962529,29.6091774,29.86613993,3.89161799
20240724,conv,1,0.126861313,31.70637668,31.83323799,7.882623769
20240724,conv,1,0.30477997,31.83323799,32.13801796,3.281055514
20240724,conv,1,0.145617097,32.13801796,32.28363506,6.867325495
20240724,conv,1,0.152389985,32.28363506,32.43602505,6.562111028
20240724,conv,1,0.277688417,32.43602505,32.71371346,3.601158491
20240724,conv,1,0.715325654,32.71371346,33.42903912,1.397964682
20240724,conv,1,0.236265141,33.72971542,33.96598056,4.232532983
20240724,conv,1,0.091433991,34.16239431,34.25382831,10.93685171
20240724,conv,1,0.111752656,34.25382831,34.36558096,8.94833322
20240724,conv,1,0.145617097,34.36558096,34.51119806,6.867325495
20240724,conv,1,0.169322205,34.51119806,34.68052026,5.905899925
20240724,conv,1,0.416532625,34.68052026,35.09705289,2.400772327
20240724,conv,1,0.515525451,35.09705289,35.61257834,1.939768439
20240724,conv,1,0.35461675,35.85640232,36.21101907,2.819945761
20240724,conv,1,0.125298432,36.21101907,36.3363175,7.980945845
20240724,conv,1,0.233664643,36.3363175,36.56998214,4.279637627
20240724,conv,1,0.179481538,36.56998214,36.74946368,5.571603703
20240724,conv,1,0.177123697,36.74946368,36.92658738,5.645771955
20240724,conv,1,0.497807284,36.92658738,37.42439466,2.008809498
20240724,conv,2,0.116594911,38.0026328,38.11922771,8.576703681
20240724,conv,2,0.203186646,38.11922771,38.32241436,4.921583271
20240724,conv,2,0.145617097,38.32241436,38.46803146,6.867325495
20240724,conv,2,0.155776429,38.46803146,38.62380789,6.419456441
20240724,conv,2,0.18964087,38.62380789,38.81344876,5.273124933
20240724,conv,2,0.322498137,38.81344876,39.13594689,3.100793105
20240724,conv,2,0.192241367,39.13594689,39.32818826,5.201794051
20240724,conv,2,0.476032808,39.32818826,39.80422107,2.100695547
20240724,conv,3,0.335575322,40.13415598,40.4697313,2.979956911
20240724,conv,3,0.169322205,40.4697313,40.63905351,5.905899925
20240724,conv,3,0.145299741,40.63905351,40.78435325,6.882324716
20240724,conv,2,0.202660077,40.78435325,40.98701332,4.934370974
20240724,conv,2,0.187098351,40.98701332,41.17411168,5.34478254
20240724,conv,2,0.645966899,41.17411168,41.82007858,1.548066938
20240724,conv,2,0.197257683,41.82007858,42.01733626,5.069511022
20240724,conv,2,0.274301973,42.01733626,42.29163823,3.645617238
20240724,conv,2,0.477488619,42.29163823,42.76912685,2.094290754
20240724,conv,2,0.22604783,42.76912685,42.99517468,4.423842511
20240724,conv,2,0.288374319,42.99517468,43.283549,3.467715169
20240724,conv,3,0.194384016,43.283549,43.47793302,5.144455905
20240724,conv,3,0.138844208,43.47793302,43.61677722,7.202316982
20240724,conv,3,0.135457764,43.61677722,43.75223499,7.382374907
20240724,conv,3,0.196413758,43.75223499,43.94864875,5.091293039
20240724,conv,3,0.316969044,43.94864875,44.26561779,3.154882216
20240724,conv,2,0.431650296,44.3516356,44.78328589,2.316690178
20240724,conv,1,0.167819033,45.32850339,45.49632242,5.958799676
20240724,conv,1,0.245471624,45.49632242,45.74179405,4.073790628
20240724,conv,3,0.089378155,46.06488505,46.15426321,11.18841621
20240724,conv,3,0.159162873,46.15426321,46.31342608,6.282872261
20240724,conv,3,0.18964087,46.31342608,46.50306695,5.273124933
20240724,conv,3,0.179481538,46.50306695,46.68254849,5.571603703
20240724,conv,3,0.433464846,46.68254849,47.11601333,2.306992158
20240724,conv,3,0.394156754,47.11601333,47.51017009,2.537061688
20240724,conv,3,0.428749164,47.51017009,47.93891925,2.332366064
20240724,conv,3,0.199800202,47.93891925,48.13871945,5.004999937
20240724,conv,3,0.260756196,48.13871945,48.39947565,3.834999952
20240724,conv,3,0.230278199,48.61034783,48.84062603,4.342573474
20240724,conv,3,0.172708649,48.84062603,49.01333468,5.790097966
20240724,conv,3,0.243823976,49.01333468,49.25715866,4.101319393
20240724,conv,3,0.296584841,49.25715866,49.5537435,3.371716489
20240724,conv,3,0.111995312,50.41769112,50.52968644,8.928945185
20240724,conv,3,0.108123555,50.52968644,50.63780999,9.248678499
20240724,conv,3,0.203186646,50.63780999,50.84099664,4.921583271
20240724,conv,3,0.230278199,50.84099664,51.07127484,4.342573474
20240724,conv,3,0.186254426,51.07127484,51.25752926,5.368999932
20240724,conv,3,0.199800202,51.25752926,51.45732947,5.004999937
20240724,conv,3,0.254225964,51.45732947,51.71155543,3.933508534
20240724,conv,2,0.280774141,51.89636466,52.1771388,3.561581545
20240724,conv,3,0.125599152,52.1771388,52.30273795,7.961837221
20240724,conv,3,0.142230653,52.30273795,52.44496861,7.030833244
20240724,conv,3,0.172708649,52.44496861,52.61767726,5.790097966
20240724,conv,3,0.111752656,52.61767726,52.72942991,8.94833322
20240724,conv,3,0.143675847,52.72942991,52.87310576,6.960112112
20240724,conv,3,0.144171903,52.87310576,53.01727766,6.936164276
20240724,conv,3,0.101593323,53.01727766,53.11887098,9.843166542
20240724,conv,3,0.180926732,53.11887098,53.29979772,5.527099231
20240724,conv,1,0.209115695,53.54526222,53.75437792,4.782041834
20240724,conv,1,0.226891755,53.75437792,53.98126967,4.407388004
20240724,conv,1,0.209959535,53.98126967,54.19122921,4.76282252
20240724,conv,1,0.192067518,54.61537856,54.80744608,5.206502442
20240724,conv,1,0.331871523,54.80744608,55.1393176,3.013214248
20240724,conv,1,0.118525544,55.1393176,55.25784314,8.436999893
20240724,conv,1,0.25071282,55.25784314,55.50855596,3.988627301
20240724,conv,1,0.199800202,55.50855596,55.70835617,5.004999937
20240724,conv,1,0.101907794,56.68383365,56.78574145,9.812792104
20240724,conv,1,0.310524255,56.78574145,57.0962657,3.220360358
20240724,conv,1,0.271629661,57.0962657,57.36789536,3.681483081
20240724,conv,5,0.071115326,59.53342962,59.60454495,14.06166649
20240724,conv,5,0.149003541,59.60454495,59.75354849,6.711249915
20240724,conv,5,0.138844208,59.75354849,59.8923927,7.202316982
20240724,conv,5,0.091433991,59.8923927,59.98382669,10.93685171
20240724,conv,5,0.196413758,59.98382669,60.18024045,5.091293039
20240724,conv,1,0.121068063,60.27844733,60.39951539,8.25981665
20240724,conv,1,0.163393242,60.39951539,60.56290863,6.120204152
20240724,conv,1,0.298007081,60.56290863,60.86091571,3.355624958
20240724,conv,1,0.176095094,60.86091571,61.03701081,5.678749928
20240724,conv,1,0.186254426,61.03701081,61.22326523,5.368999932
20240724,conv,1,0.260756196,61.22326523,61.48402143,3.834999952
20240724,conv,1,0.233664643,61.48402143,61.71768607,4.279637627
20240724,conv,1,0.155776429,61.71768607,61.8734625,6.419456441
20240724,conv,1,0.487647951,61.8734625,62.36111045,2.050659696
20240724,conv,1,0.425848032,62.36111045,62.78695848,2.348255537
20240724,conv,1,0.308166414,62.99577346,63.30393987,3.244999959
20240724,conv,1,0.214490538,63.30393987,63.51843041,4.662210313
20240724,conv,1,0.17621105,64.75334869,64.92955974,5.675013004
20240724,conv,1,0.24062221,64.92955974,65.17018195,4.155892348
20240724,conv,1,0.447010622,65.17018195,65.61719258,2.237083305
