date,condition,speaker,duration,start,end,gender,IOI
20240725,conv,7,0.438554177,22.17286083,22.611415,female,2.280219987
20240725,conv,7,0.307716177,22.90942208,23.21713826,female,3.249747904
20240725,conv,7,0.220569104,23.21713826,23.43770736,female,4.533726534
20240725,conv,7,0.179031301,23.43770736,23.61673867,female,5.58561546
20240725,conv,7,0.203186646,23.61673867,23.81992531,female,4.921583271
20240725,conv,7,0.155776429,23.81992531,23.97570174,female,6.419456441
20240725,conv,7,0.166385998,23.97570174,24.14208774,female,6.010121101
20240725,conv,7,0.246760183,24.14208774,24.38884792,female,4.052517668
20240725,conv,7,0.237051088,24.84940432,25.08645541,female,4.218499947
20240725,conv,7,0.088047547,25.08645541,25.17450295,female,11.35749986
20240725,conv,7,0.155776429,25.17450295,25.33027938,female,6.419456441
20240725,conv,7,0.182867982,25.33027938,25.51314737,female,5.468425857
20240725,conv,7,0.176095094,25.51314737,25.68924246,female,5.678749928
20240725,conv,7,0.291234193,25.68924246,25.98047665,female,3.433662747
20240725,conv,7,0.182867982,25.98047665,26.16334463,female,5.468425857
20240725,conv,7,0.162549317,26.16334463,26.32589395,female,6.151979089
20240725,conv,7,0.338644411,26.32589395,26.66453836,female,2.952949963
20240725,conv,7,0.414985791,27.09123032,27.50621611,female,2.40972106
20240725,conv,7,0.120197915,27.81099608,27.93119399,female,8.319611844
20240725,conv,7,0.179481538,27.93119399,28.11067553,female,5.571603703
20240725,conv,7,0.169322205,28.11067553,28.27999774,female,5.905899925
20240725,conv,7,0.352190187,28.27999774,28.63218793,female,2.839374964
20240725,conv,7,0.203186646,28.63218793,28.83537457,female,4.921583271
20240725,conv,7,0.142230653,28.83537457,28.97760522,female,7.030833244
20240725,conv,7,0.216732423,28.97760522,29.19433765,female,4.613984317
20240725,conv,7,0.253983308,29.19433765,29.44832096,female,3.937266617
20240725,conv,7,0.159162873,29.75648737,29.91565024,female,6.282872261
20240725,conv,7,0.211673607,29.91565024,30.12732385,female,4.724254541
20240725,conv,7,0.377553409,30.37964904,30.75720245,female,2.648631892
20240725,conv,7,0.203186646,31.02811798,31.23130463,female,4.921583271
20240725,conv,7,0.230751597,32.70196051,32.9327121,female,4.333664476
20240725,conv,7,0.213345979,32.9327121,33.14605808,female,4.687222163
20240725,conv,7,0.169322205,33.14605808,33.31538029,female,5.905899925
20240725,conv,7,0.32801168,33.31538029,33.64339197,female,3.048671921
20240725,conv,7,0.271388927,33.64339197,33.91478089,female,3.684748721
20240725,conv,7,0.199800202,33.91478089,34.1145811,female,5.004999937
20240725,conv,7,0.388967674,34.1145811,34.50354877,female,2.570907728
20240725,conv,7,0.291234193,34.50354877,34.79478296,female,3.433662747
20240725,conv,7,0.392827516,34.79478296,35.18761048,female,2.54564652
20240725,conv,7,0.155619672,35.18761048,35.34323015,female,6.425922826
