date,condition,speaker,duration,start,end,gender,IOI
20240725,conv,10,0.126287011,71.1233772,71.24966421,female,7.918470705
20240725,conv,10,0.209959535,71.24966421,71.45962375,female,4.76282252
20240725,conv,10,0.149003541,71.45962375,71.60862729,female,6.711249915
20240725,conv,10,0.159162873,71.60862729,71.76779016,female,6.282872261
20240725,conv,10,0.193027314,71.76779016,71.96081748,female,5.18061397
20240725,conv,10,0.1151391,71.96081748,72.07595658,female,8.685146949
20240725,conv,10,0.172708649,72.07595658,72.24866522,female,5.790097966
20240725,conv,10,0.135457764,72.24866522,72.38412299,female,7.382374907
20240725,conv,10,0.314939302,72.38412299,72.69906229,female,3.175215014
20240725,conv,10,0.172708649,72.69906229,72.87177094,female,5.790097966
20240725,conv,10,0.149003541,72.87177094,73.02077448,female,6.711249915
20240725,conv,10,0.169322205,73.02077448,73.19009669,female,5.905899925
20240725,conv,10,0.251252476,73.19009669,73.44134916,female,3.980060282
20240725,conv,10,0.260156544,73.44134916,73.70150571,female,3.843839505
20240725,conv,10,0.179481538,73.70150571,73.88098724,female,5.571603703
20240725,conv,10,0.342030855,73.88098724,74.2230181,female,2.923712834
20240725,conv,10,0.155776429,75.18762501,75.34340144,female,6.419456441
20240725,conv,10,0.308166414,75.34340144,75.65156786,female,3.244999959
20240725,conv,10,0.253983308,75.65156786,75.90555116,female,3.937266617
20240725,conv,10,0.631007912,75.90555116,76.53655908,female,1.584766183
20240725,conv,10,0.240981912,78.10679579,78.34777771,female,4.149689036
20240725,conv,10,0.135457764,78.61869323,78.754151,female,7.382374907
20240725,conv,10,0.20602871,78.754151,78.96017971,female,4.853692485
20240725,conv,10,0.177872794,79.08886458,79.26673738,female,5.621995234
20240725,conv,10,0.088047547,81.68371863,81.77176618,female,11.35749986
20240725,conv,10,0.152921885,81.77176618,81.92468806,female,6.539286363
20240725,conv,10,0.196413758,81.92468806,82.12110182,female,5.091293039
20240725,conv,10,0.230278199,82.12110182,82.35138002,female,4.342573474
20240725,conv,10,0.193027314,82.35138002,82.54440734,female,5.18061397
20240725,conv,10,0.283929404,82.54440734,82.82833674,female,3.522002246
20240725,conv,10,0.200332103,82.82833674,83.02866884,female,4.99171119
20240725,conv,10,0.172176749,83.02866884,83.20084559,female,5.807985147
