"dataid","type","icc","pvalue","N","mu_dlt","sgm_dlt"
"p19","conv",0.994505107145798,8.58385569521543e-06,38,0.194775766495225,0.186816576595597
"p19","sing",0.999079212162162,0.000620146120642869,25,0.138625471344341,0.0701557473239961
