language,date,condition,speaker,duration,start,end,IOI
Japanese,20250515,sing,5,1.920956024,28.8204261,30.74138213,0.520574124
Japanese,20250515,sing,5,0.177746001,30.74138213,30.91912813,5.626005619
Japanese,20250515,sing,5,0.261064439,30.91912813,31.18019257,3.830471911
Japanese,20250515,sing,5,0.194409689,31.18019257,31.37460226,5.143776566
Japanese,20250515,sing,5,0.472137815,31.37460226,31.84674007,2.118025645
Japanese,20250515,sing,5,0.519461683,31.84674007,32.36620175,1.925069802
Japanese,20250515,sing,5,0.466583252,32.36620175,32.83278501,2.143240236
Japanese,20250515,sing,5,0.488801503,32.83278501,33.32158651,2.045820225
Japanese,20250515,sing,5,0.472137815,33.32158651,33.79372432,2.118025645
Japanese,20250515,sing,5,0.144418626,33.79372432,33.93814295,6.924314608
Japanese,20250515,sing,5,0.238846189,33.93814295,34.17698914,4.186794879
Japanese,20250515,sing,5,0.116645813,34.17698914,34.29363495,8.572960943
Japanese,20250515,sing,5,0.361046564,34.29363495,34.65468152,2.769725843
Japanese,20250515,sing,5,0.166636876,34.65468152,34.82131839,6.00107266
Japanese,20250515,sing,5,0.316610064,34.82131839,35.13792846,3.158459295
Japanese,20250515,sing,5,0.155527751,35.13792846,35.29345621,6.429720707
Japanese,20250515,sing,5,0.511019753,35.29345621,35.80447596,1.95687152
Japanese,20250515,sing,5,0.477692378,35.80447596,36.28216834,2.09339744
Japanese,20250515,sing,5,0.52772796,36.28216834,36.8098963,1.894915705
Japanese,20250515,sing,5,0.127754938,36.8098963,36.93765124,7.827486079
Japanese,20250515,sing,5,0.322164627,36.93765124,37.25981586,3.1040031
Japanese,20250515,sing,5,0.127754938,37.25981586,37.3875708,7.827486079
Japanese,20250515,sing,5,0.333536019,37.3875708,37.72110682,2.998176936
Japanese,20250515,sing,5,0.166636876,64.70075999,64.86739686,6.00107266
Japanese,20250515,sing,5,0.299946377,64.86739686,65.16734324,3.333929256
Japanese,20250515,sing,5,0.216627939,65.16734324,65.38397118,4.616209739
Japanese,20250515,sing,5,0.583229066,65.38397118,65.96720024,1.714592189
Japanese,20250515,sing,5,0.299946377,65.96720024,66.26714662,3.333929256
Japanese,20250515,sing,5,0.138864063,66.26714662,66.40601068,7.201287192
Japanese,20250515,sing,5,0.311055502,66.40601068,66.71706618,3.214860354
