language,date,condition,speaker,duration,start,end,IOI
Japanese,20250515,conv,5,0.083819879,76.22974009,76.31355997,11.93034416
Japanese,20250515,conv,5,0.070718418,76.31355997,76.38427839,14.14058779
Japanese,20250515,conv,5,0.194619469,76.38427839,76.57889786,5.138232086
Japanese,20250515,conv,5,0.10729022,76.57889786,76.68618808,9.320514017
Japanese,20250515,conv,5,0.10729022,76.68618808,76.7934783,9.320514017
Japanese,20250515,conv,5,0.185886544,76.7934783,76.97936484,5.37962554
Japanese,20250515,conv,5,0.205847515,76.97936484,77.18521236,4.857964882
Japanese,20250515,conv,5,0.176719762,77.18521236,77.36193212,5.658676692
Japanese,20250515,conv,5,0.152202405,77.36193212,77.51413453,6.570198405
Japanese,20250515,conv,5,0.376329474,77.51413453,77.890464,2.657246028
Japanese,20250515,conv,5,0.118518266,78.93453434,79.05305261,8.437517952
Japanese,20250515,conv,5,0.101052417,79.05305261,79.15410502,9.895854388
Japanese,20250515,conv,5,0.479295209,79.15410502,79.63340023,2.08639682
Japanese,20250515,conv,5,0.130993873,79.88291237,80.01390624,7.633944814
Japanese,20250515,conv,5,0.118518266,80.01390624,80.13242451,8.437517952
Japanese,20250515,conv,5,0.146667346,80.13242451,80.27909186,6.818150241
Japanese,20250515,conv,5,0.128498752,80.27909186,80.40759061,7.782176752
Japanese,20250515,conv,5,0.082339006,80.40759061,80.48992962,12.1449122
Japanese,20250515,conv,5,0.097309734,80.48992962,80.58723935,10.27646417
Japanese,20250515,conv,5,0.26822555,80.58723935,80.8554649,3.728205607
Japanese,20250515,conv,5,0.097309734,83.19261987,83.28992961,10.27646417
Japanese,20250515,conv,5,0.08982437,83.28992961,83.37975398,11.13283619
Japanese,20250515,conv,5,0.087329249,83.37975398,83.46708322,11.45091722
Japanese,20250515,conv,5,0.087329249,83.46708322,83.55441247,11.45091722
Japanese,20250515,conv,5,0.087329249,83.55441247,83.64174172,11.45091722
Japanese,20250515,conv,5,0.269473111,83.64174172,83.91121483,3.710945396
Japanese,20250515,conv,5,0.095621077,83.91121483,84.00683591,10.45794533
Japanese,20250515,conv,5,0.103153604,84.00683591,84.10998951,9.694280816
Japanese,20250515,conv,5,0.115532036,84.10998951,84.22552155,8.655607872
Japanese,20250515,conv,5,0.156793477,84.22552155,84.38231503,6.377816327
