language,date,condition,speaker,duration,start,end,IOI
Japanese,20250515,sing,6,0.339568475,1.397160995,1.73672947,2.944914129
Japanese,20250515,sing,6,0.286306089,1.73672947,2.02303556,3.49276539
Japanese,20250515,sing,6,0.47500783,2.02303556,2.49804339,2.105228455
Japanese,20250515,sing,6,0.416445221,2.49804339,2.914488611,2.401276206
Japanese,20250515,sing,6,0.143153045,2.914488611,3.057641655,6.985530781
Japanese,20250515,sing,6,0.416445221,3.67580253,4.092247751,2.401276206
Japanese,20250515,sing,6,0.618160875,4.092247751,4.710408626,1.617701865
Japanese,20250515,sing,6,0.22774348,4.710408626,4.938152106,4.390905062
Japanese,20250515,sing,6,0.214729567,4.938152106,5.152881673,4.657020521
Japanese,20250515,sing,6,0.286306089,5.152881673,5.439187762,3.49276539
Japanese,20250515,sing,6,0.631174788,7.215586908,7.846761696,1.584347187
Japanese,20250515,sing,6,0.540077396,7.846761696,8.386839091,1.851586472
Japanese,20250515,sing,6,0.279679568,8.386839091,8.66651866,3.575520391
Japanese,20250515,sing,6,0.299320003,8.66651866,8.965838662,3.340906026
Japanese,20250515,sing,6,0.26678522,8.965838662,9.232623882,3.74833359
Japanese,20250515,sing,6,0.441911265,9.232623882,9.674535147,2.262897732
Japanese,20250515,sing,6,0.200037077,62.71640354,62.91644062,4.999073243
Japanese,20250515,sing,6,0.428381288,62.91644062,63.34482191,2.334369003
Japanese,20250515,sing,6,0.237779922,63.34482191,63.58260183,4.205569554
Japanese,20250515,sing,6,0.32081418,63.58260183,63.90341601,3.117069199
Japanese,20250515,sing,6,0.262312771,63.90341601,64.16572878,3.812242905
Japanese,20250515,sing,6,0.431688601,64.16572878,64.59741738,2.31648461
Japanese,20250515,sing,6,0.264199913,64.59741738,64.86161729,3.785012598
Japanese,20250515,sing,6,0.26986134,64.86161729,65.13147863,3.70560674
Japanese,20250515,sing,6,0.239667064,65.13147863,65.3711457,4.172454833
Japanese,20250515,sing,6,0.288732762,65.3711457,65.65987846,3.463410221
Japanese,20250515,sing,6,0.335911318,65.65987846,65.99578978,2.976976201
Japanese,20250515,sing,6,0.192662064,65.99578978,66.18845184,5.190435417
Japanese,20250515,sing,6,0.366105594,66.18845184,66.55455744,2.731452391
Japanese,20250515,sing,6,0.201924219,66.55455744,66.75648165,4.952352933
