d,sgm,Cohens_d
0.927777777777778,0.033758463927737,2.06395777940334
0.886666666666667,0.0470102295870139,1.70977013053417
0.838888888888889,0.052185117657199,1.39993225414151
0.821111111111111,0.0535333096354773,1.30052174545543
0.966666666666667,0.0233251217077638,2.59354695020538
0.854444444444444,0.0479454422453143,1.49296726685222
0.915555555555555,0.0425696534374499,1.94565069097309
0.753333333333333,0.0666896512102445,0.968760018572616
0.792222222222222,0.0641152910049982,1.15139053789102
0.823333333333333,0.0538741734460542,1.31259259205039
