language,date,condition,speaker,duration,start,end,IOI
Japanese,20250515,conv,9,0.235454923,42.0596678,42.29512273,4.247097437
Japanese,20250515,conv,9,0.291964665,42.29512273,42.58708739,3.425072003
Japanese,20250515,conv,9,0.129833064,42.58708739,42.71692046,7.702198263
Japanese,20250515,conv,9,0.106322644,42.71692046,42.8232431,9.405334201
Japanese,20250515,conv,9,0.190261574,42.8232431,43.01350468,5.255922039
Japanese,20250515,conv,9,0.124975739,43.01350468,43.13848041,8.001553005
Japanese,20250515,conv,9,0.113783882,43.13848041,43.2522643,8.788590989
Japanese,20250515,conv,9,0.093265477,43.2522643,43.34552977,10.72208101
Japanese,20250515,conv,9,0.102592025,43.34552977,43.4481218,9.747346346
Japanese,20250515,conv,9,0.402906862,43.4481218,43.85102866,2.481963189
Japanese,20250515,conv,9,0.322698551,44.2644221,44.58712066,3.098867339
Japanese,20250515,conv,9,0.600629673,44.58712066,45.18775033,1.664919409
Japanese,20250515,conv,9,0.13052664,45.18775033,45.31827697,7.661271293
Japanese,20250515,conv,9,0.220106526,45.31827697,45.5383835,4.54325466
Japanese,20250515,conv,9,0.139898216,45.5383835,45.67828171,7.148053982
Japanese,20250515,conv,9,0.08020831,45.67828171,45.75849002,12.46753609
Japanese,20250515,conv,9,0.40850279,45.75849002,46.16699281,2.447963697
Japanese,20250515,conv,9,0.109463419,46.25466236,46.36412578,9.135472006
Japanese,20250515,conv,9,0.104457334,46.36412578,46.46858311,9.57328664
Japanese,20250515,conv,9,0.190261574,46.46858311,46.65884469,5.255922039
Japanese,20250515,conv,9,0.380523147,46.65884469,47.03936783,2.627961027
Japanese,20250515,conv,9,0.166892051,49.4115264,49.57841845,5.991897122
Japanese,20250515,conv,9,0.1086327,49.57841845,49.68705115,9.20533136
Japanese,20250515,conv,9,0.104533353,49.68705115,49.7915845,9.566324731
Japanese,20250515,conv,9,0.104533353,49.7915845,49.89611786,9.566324731
Japanese,20250515,conv,9,0.359913271,49.89611786,50.25603113,2.778447144
Japanese,20250515,conv,9,0.22541755,50.25603113,50.48144868,4.436211821
Japanese,20250515,conv,9,0.088364252,50.48144868,50.56981293,11.31679358
Japanese,20250515,conv,9,0.078740423,50.56981293,50.64855335,12.69995717
Japanese,20250515,conv,9,0.122485102,50.64855335,50.77103845,8.164258213
