language,date,condition,speaker,duration,start,end,IOI
Japanese,20250515,sing,7,0.116171194,38.37610861,38.4922798,8.607985925
Japanese,20250515,sing,7,0.261385186,38.4922798,38.75366498,3.825771522
Japanese,20250515,sing,7,0.18006535,38.75366498,38.93373034,5.553539306
Japanese,20250515,sing,7,0.287523704,38.93373034,39.22125404,3.477974111
Japanese,20250515,sing,7,0.200395309,39.22125404,39.42164935,4.990136768
Japanese,20250515,sing,7,0.255576626,39.42164935,39.67722597,3.912720875
Japanese,20250515,sing,7,0.20764291,39.67722597,39.88486888,4.815960253
Japanese,20250515,sing,7,0.238150947,39.88486888,40.12301983,4.199017524
Japanese,20250515,sing,7,0.145213992,40.12301983,40.26823382,6.88638874
Japanese,20250515,sing,7,0.296236544,40.26823382,40.56447037,3.375680755
Japanese,20250515,sing,7,0.229438108,40.56447037,40.79390847,4.358473886
Japanese,20250515,sing,7,0.264289466,40.79390847,41.05819794,3.783730077
Japanese,20250515,sing,7,0.406599178,41.05819794,41.46479712,2.45942455
Japanese,20250515,sing,7,0.351417861,41.46479712,41.81621498,2.845615182
Japanese,20250515,sing,7,0.943480279,69.53149659,70.47497686,1.059905567
Japanese,20250515,sing,7,0.203495746,72.28094651,72.48444226,4.91410763
Japanese,20250515,sing,7,0.247894818,72.48444226,72.73233708,4.03396895
Japanese,20250515,sing,7,0.203495746,72.73233708,72.93583282,4.91410763
Japanese,20250515,sing,7,0.244194896,72.93583282,73.18002772,4.095089691
Japanese,20250515,sing,7,0.196095901,73.18002772,73.37612362,5.099545653
Japanese,20250515,sing,7,0.440290797,73.37612362,73.81641442,2.271226215
Japanese,20250515,sing,7,0.072455243,103.9525059,104.0249612,13.80162363
Japanese,20250515,sing,7,0.222728176,104.0249612,104.2476893,4.4897777
Japanese,20250515,sing,7,0.216364514,104.2476893,104.4640538,4.621829986
Japanese,20250515,sing,7,0.26091015,104.4640538,104.724964,3.832737061
Japanese,20250515,sing,7,0.131515685,104.724964,104.8564797,7.603655783
Japanese,20250515,sing,7,0.506971754,104.8564797,105.3634514,1.972496479
Japanese,20250515,sing,7,1.174285134,134.6968361,135.8711212,0.85158193
Japanese,20250515,sing,7,0.233214802,136.715737,136.9489518,4.287892498
Japanese,20250515,sing,7,0.157577569,136.9489518,137.1065293,6.346080896
