language,date,condition,speaker,duration,start,end,IOI
Japanese,20250515,sing,9,0.758017039,46.62186626,47.3798833,1.319231559
Japanese,20250515,sing,9,0.209108149,47.3798833,47.58899145,4.782214403
Japanese,20250515,sing,9,0.492768736,47.58899145,48.08176019,2.029349524
Japanese,20250515,sing,9,0.348513581,48.08176019,48.43027377,2.869328642
Japanese,20250515,sing,9,0.229438108,48.43027377,48.65971188,4.358473886
Japanese,20250515,sing,9,0.232342387,48.65971188,48.89205426,4.303992962
Japanese,20250515,sing,9,0.232342387,48.89205426,49.12439665,4.303992962
Japanese,20250515,sing,9,0.229438108,49.12439665,49.35383476,4.358473886
Japanese,20250515,sing,9,0.287523704,49.35383476,49.64135846,3.477974111
Japanese,20250515,sing,9,0.203299589,49.64135846,49.84465805,4.9188491
Japanese,20250515,sing,9,0.618611606,49.84465805,50.46326966,1.616523178
Japanese,20250515,sing,9,1.888012953,78.43824404,80.32625699,0.529657383
Japanese,20250515,sing,9,0.177596288,80.62965065,80.80724694,5.630748326
Japanese,20250515,sing,9,0.340392885,80.80724694,81.14763983,2.937781735
Japanese,20250515,sing,9,0.196095901,81.14763983,81.34373573,5.099545653
Japanese,20250515,sing,9,0.532788863,81.34373573,81.87652459,1.876916109
Japanese,20250515,sing,9,0.536488786,81.87652459,82.41301338,1.86397186
Japanese,20250515,sing,9,0.66286332,82.41301338,83.0758767,1.50860663
Japanese,20250515,sing,9,0.455090487,83.0758767,83.53096718,2.1973652
Japanese,20250515,sing,9,0.584587781,83.53096718,84.11555496,1.710607086
Japanese,20250515,sing,9,0.173896365,84.11555496,84.28945133,5.750551482
Japanese,20250515,sing,9,0.184996133,84.28945133,84.47444746,5.405518393
Japanese,20250515,sing,9,0.214595514,84.47444746,84.68904298,4.659929649
Japanese,20250515,sing,9,0.526509256,84.68904298,85.21555223,1.899301844
Japanese,20250515,sing,9,0.406991493,85.21555223,85.62254372,2.457053815
Japanese,20250515,sing,9,0.199795824,85.62254372,85.82233955,5.005109623
Japanese,20250515,sing,9,0.570500938,85.82233955,86.39284049,1.752845498
Japanese,20250515,sing,9,0.473590101,86.39284049,86.86643059,2.111530622
Japanese,20250515,sing,9,0.455090487,86.86643059,87.32152107,2.1973652
Japanese,20250515,sing,9,0.16649652,87.77277596,87.93927248,6.006131547
