language,date,condition,speaker,duration,start,end,IOI
Japanese,20250515,conv,8,0.157449407,28.83392677,28.99137618,6.351246531
Japanese,20250515,conv,8,0.141860357,28.99137618,29.13323653,7.0491857
Japanese,20250515,conv,8,0.115358971,29.13323653,29.24859551,8.668593273
Japanese,20250515,conv,8,0.102887731,29.24859551,29.35148324,9.719331841
Japanese,20250515,conv,8,0.263765664,29.35148324,29.6152489,3.791244034
Japanese,20250515,conv,8,0.107564446,29.6152489,29.72281335,9.2967522
Japanese,20250515,conv,8,0.091975396,29.72281335,29.81478874,10.87247289
Japanese,20250515,conv,8,0.087298681,29.81478874,29.90208742,11.45492679
Japanese,20250515,conv,8,0.070150726,29.90208742,29.97223815,14.25501997
Japanese,20250515,conv,8,0.149654882,29.97223815,30.12189303,6.682040617
Japanese,20250515,conv,8,0.099769921,30.12189303,30.22166295,10.02306096
Japanese,20250515,conv,8,0.110344771,30.22166295,30.33200772,9.062504647
Japanese,20250515,conv,8,0.313339909,30.33200772,30.64534763,3.191422386
Japanese,20250515,conv,8,0.693975237,30.64534763,31.33932287,1.440973606
Japanese,20250515,conv,8,0.144978167,31.33932287,31.48430104,6.897590311
Japanese,20250515,conv,8,0.129389117,31.48430104,31.61369015,7.728625275
Japanese,20250515,conv,8,0.093534301,31.61369015,31.70722445,10.69126502
Japanese,20250515,conv,8,0.505203093,31.70722445,32.21242755,1.979401975
Japanese,20250515,conv,8,0.199539842,32.81728269,33.01682253,5.011530479
Japanese,20250515,conv,8,0.196422032,33.01682253,33.21324457,5.091078581
Japanese,20250515,conv,8,0.524858148,33.21324457,33.73810272,1.9052767
Japanese,20250515,conv,8,0.129910479,33.73810272,33.86801319,7.697608443
Japanese,20250515,conv,8,0.240555613,33.86801319,34.10856881,4.157042887
Japanese,20250515,conv,8,0.115303866,34.10856881,34.22387267,8.67273609
Japanese,20250515,conv,8,0.113823875,34.22387267,34.33769655,8.785503041
Japanese,20250515,conv,8,0.362033237,34.33769655,34.69972978,2.76217733
Japanese,20250515,conv,8,0.364940466,34.98196896,35.34690943,2.740172968
Japanese,20250515,conv,8,0.171322534,35.34690943,35.51823196,5.836943785
Japanese,20250515,conv,8,0.110303549,35.51823196,35.62853551,9.065891434
Japanese,20250515,conv,8,0.133780637,35.62853551,35.76231615,7.474923296
