language,date,condition,speaker,duration,start,end,IOI
Japanese,20250515,sing,3,0.736776519,19.7796827,20.51645922,1.357263667
Japanese,20250515,sing,3,0.119423094,20.51645922,20.63588231,8.373589759
Japanese,20250515,sing,3,0.43881044,20.63588231,21.07469275,2.278888352
Japanese,20250515,sing,3,0.39437394,21.07469275,21.46906669,2.535664504
Japanese,20250515,sing,3,0.180523282,21.46906669,21.64958997,5.539451686
Japanese,20250515,sing,3,0.233291626,21.64958997,21.8828816,4.286480472
Japanese,20250515,sing,3,0.255509876,21.8828816,22.13839148,3.913743039
Japanese,20250515,sing,3,0.30827822,22.13839148,22.4466697,3.24382306
Japanese,20250515,sing,3,0.297169095,22.4466697,22.74383879,3.365087473
Japanese,20250515,sing,3,0.155527751,22.74383879,22.89936654,6.429720707
Japanese,20250515,sing,3,0.564956386,22.89936654,23.46432293,1.770048139
Japanese,20250515,sing,3,0.79132846,49.62523693,50.41656539,1.263697757
Japanese,20250515,sing,3,0.183300563,50.41656539,50.59986596,5.4555206
Japanese,20250515,sing,3,0.50546519,50.59986596,51.10533115,1.978375602
Japanese,20250515,sing,3,0.288837252,51.10533115,51.3941684,3.462157304
Japanese,20250515,sing,3,0.222182501,51.3941684,51.6163509,4.500804495
Japanese,20250515,sing,3,0.255509876,51.6163509,51.87186078,3.913743039
Japanese,20250515,sing,3,0.249955314,51.87186078,52.12181609,4.000715107
Japanese,20250515,sing,3,0.255509876,52.12181609,52.37732597,3.913743039
Japanese,20250515,sing,3,0.188855126,52.37732597,52.56618109,5.295064112
Japanese,20250515,sing,3,0.177746001,52.56618109,52.74392709,5.626005619
Japanese,20250515,sing,3,0.499910628,52.74392709,53.24383772,2.000357553
Japanese,20250515,sing,3,1.987353182,85.68380151,87.67115469,0.503181824
Japanese,20250515,sing,3,0.199964251,87.67115469,87.87111894,5.000893884
Japanese,20250515,sing,3,0.249955314,87.87111894,88.12107426,4.000715107
Japanese,20250515,sing,3,0.211073376,88.12107426,88.33214763,4.737688942
Japanese,20250515,sing,3,0.444365002,88.33214763,88.77651263,2.250402248
Japanese,20250515,sing,3,0.516574315,88.77651263,89.29308695,1.93582989
Japanese,20250515,sing,3,0.466583252,89.29308695,89.7596702,2.143240236
Japanese,20250515,sing,3,0.48324694,89.7596702,90.24291714,2.0693354
