language,date,condition,speaker,duration,start,end,IOI
Japanese,20250515,sing,2,0.117517922,10.75750659,10.87502451,8.509340404
Japanese,20250515,sing,2,0.362859832,10.87502451,11.23788434,2.755885086
Japanese,20250515,sing,2,0.108160142,11.23788434,11.34604449,9.245549967
Japanese,20250515,sing,2,0.48672064,11.34604449,11.83276513,2.054566659
Japanese,20250515,sing,2,0.50143789,11.83276513,12.33420302,1.994264934
Japanese,20250515,sing,2,1.114711109,12.33420302,13.44891412,0.897093419
Japanese,20250515,sing,2,0.578002845,13.44891412,14.02691697,1.730095291
Japanese,20250515,sing,2,0.120811735,14.67518494,14.79599667,8.2773416
Japanese,20250515,sing,2,0.146665758,14.79599667,14.94266243,6.81822408
Japanese,20250515,sing,2,0.081929797,14.94266243,15.02459223,12.20557151
Japanese,20250515,sing,2,0.479081018,15.02459223,15.50367325,2.087329621
Japanese,20250515,sing,2,0.663770222,15.50367325,16.16744347,1.506545438
Japanese,20250515,sing,2,1.183841538,16.16744347,17.35128501,0.844707647
Japanese,20250515,sing,2,0.528737307,17.35128501,17.88002231,1.891298358
Japanese,20250515,sing,2,0.755420504,45.79254427,46.54796477,1.323766028
Japanese,20250515,sing,2,0.199964251,46.54796477,46.74792902,5.000893884
Japanese,20250515,sing,2,0.477736898,46.74792902,47.22566592,2.093202357
Japanese,20250515,sing,2,0.294391814,47.22566592,47.52005774,3.396833581
Japanese,20250515,sing,2,0.205518814,47.52005774,47.72557655,4.865734589
Japanese,20250515,sing,2,0.238846189,47.72557655,47.96442274,4.186794879
Japanese,20250515,sing,2,0.183300563,47.96442274,48.1477233,5.4555206
Japanese,20250515,sing,2,0.261064439,48.1477233,48.40878774,3.830471911
Japanese,20250515,sing,2,0.199964251,48.40878774,48.60875199,5.000893884
Japanese,20250515,sing,2,0.216627939,48.60875199,48.82537993,4.616209739
Japanese,20250515,sing,2,0.494356065,48.82537993,49.319736,2.022833481
Japanese,20250515,sing,2,0.797058676,81.53449878,82.33155746,1.254612778
Japanese,20250515,sing,2,0.155527751,82.33155746,82.48708521,6.429720707
Japanese,20250515,sing,2,0.467501188,82.48708521,82.95458639,2.139031995
Japanese,20250515,sing,2,0.288837252,82.95458639,83.24342365,3.462157304
Japanese,20250515,sing,2,0.177746001,83.24342365,83.42116965,5.626005619
