language,date,condition,speaker,duration,start,end,IOI
Japanese,20250515,conv,6,0.12140203,8.515771012,8.637173042,8.237094553
Japanese,20250515,conv,6,0.12140203,8.637173042,8.758575072,8.237094553
Japanese,20250515,conv,6,0.112296878,8.758575072,8.87087195,8.904967064
Japanese,20250515,conv,6,0.091051523,8.87087195,8.961923473,10.98279268
Japanese,20250515,conv,6,0.088016472,8.961923473,9.049939944,11.3615097
Japanese,20250515,conv,6,0.07891132,9.049939944,9.128851264,12.67245308
Japanese,20250515,conv,6,0.130507182,9.128851264,9.259358446,7.662413552
Japanese,20250515,conv,6,0.139612335,9.259358446,9.398970781,7.16269089
Japanese,20250515,conv,6,0.522445103,9.398970781,9.921415884,1.914076703
Japanese,20250515,conv,6,0.397591649,9.97114504,10.36873669,2.51514337
Japanese,20250515,conv,6,0.101835389,10.36873669,10.47057208,9.819769039
Japanese,20250515,conv,6,0.045525761,10.47057208,10.51609784,21.96558559
Japanese,20250515,conv,6,0.106226776,10.51609784,10.62232461,9.413822368
Japanese,20250515,conv,6,0.215488603,10.62232461,10.83781322,4.640616655
Japanese,20250515,conv,6,0.101194964,10.83781322,10.93900818,9.881914677
Japanese,20250515,conv,6,0.12124344,10.93900818,11.06025162,8.247868916
Japanese,20250515,conv,6,0.329347851,11.06025162,11.38959947,3.036303401
Japanese,20250515,conv,6,0.085940506,11.38959947,11.47553998,11.63595662
Japanese,20250515,conv,6,0.097718593,11.47553998,11.57325857,10.23346703
Japanese,20250515,conv,6,0.159245115,11.57325857,11.73250369,6.279627479
Japanese,20250515,conv,6,0.153816304,11.73250369,11.88631999,6.501261401
Japanese,20250515,conv,6,0.070450234,11.88631999,11.95677022,14.19441701
Japanese,20250515,conv,6,0.119558142,11.95677022,12.07632837,8.364131319
Japanese,20250515,conv,6,0.068596972,12.07632837,12.14492534,14.57790294
Japanese,20250515,conv,6,0.063336125,12.14492534,12.20826146,15.78877773
Japanese,20250515,conv,6,0.070574539,12.20826146,12.278836,14.16941597
Japanese,20250515,conv,6,0.150197097,12.278836,12.4290331,6.657918295
Japanese,20250515,conv,6,0.071395359,12.4290331,12.50042846,14.00651266
Japanese,20250515,conv,6,0.165066613,12.50042846,12.66549507,6.05816029
Japanese,20250515,conv,6,0.150197097,12.66549507,12.81569217,6.657918295
