language,date,condition,speaker,duration,start,end,IOI
Japanese,20250515,conv,7,0.23575857,19.7407742,19.9765328,4.24162741
Japanese,20250515,conv,7,0.18050069,19.9765328,20.1570334,5.54014512
Japanese,20250515,conv,7,0.10199005,20.1570334,20.2590235,9.80487764
Japanese,20250515,conv,7,0.09527258,20.2590235,20.3542961,10.4961991
Japanese,20250515,conv,7,0.08908635,20.3542961,20.4433824,11.225064
Japanese,20250515,conv,7,0.08060194,20.4433824,20.5239844,12.4066496
Japanese,20250515,conv,7,0.22483698,20.5239844,20.7488213,4.44766685
Japanese,20250515,conv,7,0.12762312,20.7488213,20.8764445,7.83557074
Japanese,20250515,conv,7,0.30543892,20.8764445,21.1818834,3.27397698
Japanese,20250515,conv,7,0.09332856,21.1818834,21.275212,10.7148337
Japanese,20250515,conv,7,0.42634183,21.275212,21.7015538,2.34553575
Japanese,20250515,conv,7,0.08060194,21.7015538,21.7821557,12.4066496
Japanese,20250515,conv,7,0.10605518,21.7821557,21.8882109,9.42905373
Japanese,20250515,conv,7,0.53029024,21.8882109,22.4185011,1.88575979
Japanese,20250515,conv,7,0.17180939,22.4185011,22.5903105,5.82040351
Japanese,20250515,conv,7,0.15696167,22.5903105,22.7472722,6.37098225
Japanese,20250515,conv,7,0.48785383,22.7472722,23.235126,2.04979428
Japanese,20250515,conv,7,0.12302401,23.6044893,23.7275133,8.12849459
Japanese,20250515,conv,7,0.16120388,23.7275133,23.8887172,6.20332479
Japanese,20250515,conv,7,0.34149768,23.8887172,24.2302149,2.92827755
Japanese,20250515,conv,7,0.14455053,24.53957,24.6841205,6.91799618
Japanese,20250515,conv,7,0.12701876,24.6841205,24.8111393,7.87285267
Japanese,20250515,conv,7,0.09499466,24.8111393,24.9061339,10.526908
Japanese,20250515,conv,7,0.13559135,24.9061339,25.0417253,7.37510173
Japanese,20250515,conv,7,0.09374217,25.0417253,25.1354675,10.6675578
Japanese,20250515,conv,7,0.07365456,25.1354675,25.209122,13.5768917
Japanese,20250515,conv,7,0.20575734,25.209122,25.4148794,4.86009391
Japanese,20250515,conv,7,0.08567266,25.4148794,25.500552,11.6723357
Japanese,20250515,conv,7,0.09088734,25.500552,25.5914394,11.002633
Japanese,20250515,conv,7,0.20986712,25.5914394,25.8013065,4.76491978
