language,date,condition,speaker,duration,start,end,IOI
Japanese,20250515,conv,4,0.149189422,55.23341847,55.38260789,6.702888109
Japanese,20250515,conv,4,0.066234234,55.38260789,55.44884213,15.0979327
Japanese,20250515,conv,4,0.10142117,55.44884213,55.5502633,9.859874414
Japanese,20250515,conv,4,0.117979728,55.5502633,55.66824303,8.476032391
Japanese,20250515,conv,4,0.112972643,55.66824303,55.78121567,8.851700493
Japanese,20250515,conv,4,0.127155165,55.78121567,55.90837083,7.864407211
Japanese,20250515,conv,4,0.12282033,55.90837083,56.03119116,8.141974524
Japanese,20250515,conv,4,0.104036044,56.03119116,56.13522721,9.612053258
Japanese,20250515,conv,4,0.101029093,56.13522721,56.2362563,9.898138932
Japanese,20250515,conv,4,0.098256264,56.2362563,56.33451257,10.17746816
Japanese,20250515,conv,4,0.109815825,56.33451257,56.44432839,9.106155718
Japanese,20250515,conv,4,0.11704055,56.44432839,56.56136894,8.54404734
Japanese,20250515,conv,4,0.076582088,56.56136894,56.63795103,13.05788367
Japanese,20250515,conv,4,0.109815825,56.63795103,56.74776685,9.106155718
Japanese,20250515,conv,4,0.112705715,56.74776685,56.86047257,8.872664546
Japanese,20250515,conv,4,0.323667694,56.86047257,57.18414026,3.089588547
Japanese,20250515,conv,4,0.109815825,57.31305166,57.42286749,9.106155718
Japanese,20250515,conv,4,0.112705715,57.42286749,57.5355732,8.872664546
Japanese,20250515,conv,4,0.102591099,57.5355732,57.6381643,9.74743429
Japanese,20250515,conv,4,0.148829341,57.6381643,57.78699364,6.71910519
Japanese,20250515,conv,4,0.151719231,57.78699364,57.93871287,6.591122234
Japanese,20250515,conv,4,0.083047228,57.93871287,58.0217601,12.04134111
Japanese,20250515,conv,4,0.053462967,58.0217601,58.07522307,18.70453607
Japanese,20250515,conv,4,0.134379891,58.07522307,58.20960296,7.441589619
Japanese,20250515,conv,4,0.079879661,58.20960296,58.28948262,12.51883126
Japanese,20250515,conv,4,0.093008198,58.28948262,58.38249082,10.75174043
Japanese,20250515,conv,4,0.073653468,58.38249082,58.45614429,13.57709321
Japanese,20250515,conv,4,0.097246912,58.45614429,58.5533912,10.28310287
Japanese,20250515,conv,4,0.120400939,58.5533912,58.67379214,8.305583084
Japanese,20250515,conv,4,0.100371702,58.67379214,58.77416384,9.962967498
