fileName,IntervalName,duration,start,end,Annotator,Language,Location,Group,Condition
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.32177404,0.472818738,0.794592778,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.463159603,0.794592778,1.257752381,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.409530596,1.257752381,1.667282977,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.302272583,1.667282977,1.96955556,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.282771126,1.96955556,2.252326686,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.433907418,2.666732647,3.100640064,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.453408875,3.100640064,3.554048939,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.331524768,3.554048939,3.885573707,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.433907418,3.885573707,4.319481125,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.253518941,4.319481125,4.573000066,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.458284239,4.972779934,5.431064172,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.46031862,5.431064172,5.891382793,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.520766052,5.891382793,6.412148845,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.312023312,6.412148845,6.724172157,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.351026225,6.724172157,7.075198382,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.433614221,7.55738289,7.990997111,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.521663974,7.990997111,8.512661085,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.487536424,8.512661085,9.000197509,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.360776954,9.000197509,9.360974463,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.390029139,9.360974463,9.751003602,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.420362602,10.19303057,10.61339317,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.497287153,10.61339317,11.11068033,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.375403047,11.11068033,11.48608337,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.468034967,11.48608337,11.95411834,Savage,Mandarin,Auckland,C1,sing
Savage_Mandarin_Auckland_C1_sing.TextGrid,19,0.394904504,11.95411834,12.34902284,Savage,Mandarin,Auckland,C1,sing
